State,County,Votes_Left,Votes_Right,Total_shootings,Normalized_Shootings_rate
Texas,Navarro County,13787,5097,0,0.000
Texas,Newton County,4882,1175,0,0.000
Texas,Nolan County,4127,1161,3,0.052
Texas,Nueces County,64467,60749,11,0.008
Texas,Ochiltree County,2811,302,0,0.000
Texas,Oldham County,917,81,0,0.000
Texas,Orange County,29170,6354,1,0.003
Texas,Palo Pinto County,10170,2177,0,0.000
Texas,Panola County,9322,2057,1,0.008
Texas,Parker County,61584,12789,5,0.006
Texas,Parmer County,2133,488,0,0.000
Texas,Pecos County,3213,1378,1,0.020
Texas,Polk County,18496,5353,1,0.004
Texas,Potter County,22732,9867,8,0.022
Texas,Presidio County,721,1463,0,0.000
Texas,Rains County,5147,841,0,0.000
Texas,Randall County,57695,11414,3,0.004
Texas,Reagan County,942,172,0,0.000
Texas,Real County,1643,320,1,0.046
Texas,Red River County,4513,1244,1,0.016
Texas,Reeves County,2249,1394,0,0.000
Texas,Refugio County,2210,1108,1,0.027
Texas,Roberts County,529,17,0,0.000
Texas,Robertson County,5631,2359,1,0.011
Texas,Rockwall County,38842,18149,1,0.002
Texas,Runnels County,3682,531,1,0.022
Texas,Rusk County,16511,4624,0,0.000
Texas,Sabine County,4767,662,0,0.000
Texas,San Augustine County,3005,979,0,0.000
Texas,San Jacinto County,10154,2332,0,0.000
Texas,San Patricio County,16495,8971,3,0.011
Texas,San Saba County,2308,287,0,0.000
Texas,Schleicher County,939,211,0,0.000
Texas,Scurry County,4978,818,1,0.016
Texas,Shackelford County,1484,130,1,0.056
Texas,Shelby County,7962,2058,3,0.027
Texas,Sherman County,885,91,1,0.093
Texas,Smith County,68546,29343,1,0.001
Texas,Somervell County,4099,768,1,0.019
Texas,Starr County,8224,9099,1,0.005
Texas,Stephens County,3385,396,0,0.000
Texas,Sterling County,584,51,0,0.000
Texas,Stonewall County,615,116,0,0.000
Texas,Sutton County,1222,322,0,0.000
Texas,Swisher County,1842,478,1,0.039
Texas,Tarrant County,403271,403698,60,0.007
Texas,Taylor County,39439,14489,4,0.007
Texas,Terrell County,334,119,0,0.000
Texas,Terry County,2809,757,0,0.000
Texas,Throckmorton County,806,82,0,0.000
Texas,Titus County,7563,2852,0,0.000
Texas,Tom Green County,32129,12106,6,0.012
Texas,Travis County,159907,432062,32,0.005
Texas,Trinity County,5579,1323,1,0.013
Texas,Tyler County,8095,1390,0,0.000
Texas,Upshur County,15775,2869,1,0.005
Texas,Upton County,1176,169,0,0.000
Texas,Uvalde County,6160,4066,0,0.000
Texas,Val Verde County,7839,6401,1,0.006
Texas,Van Zandt County,22126,3419,1,0.004
Texas,Victoria County,23347,10371,1,0.003
Texas,Walker County,15368,7875,1,0.004
Texas,Waller County,14206,8130,3,0.012
Texas,Ward County,3238,761,1,0.023
Texas,Washington County,12949,4254,0,0.000
Texas,Webb County,25898,41820,15,0.020
Texas,Wharton County,11892,4671,0,0.000
Texas,Wheeler County,2158,168,0,0.000
Texas,Wichita County,31930,13024,4,0.008
Texas,Wilbarger County,3520,954,1,0.020
Texas,Willacy County,2437,3097,0,0.000
Texas,Williamson County,138649,142457,5,0.002
Texas,Wilson County,18457,6350,2,0.007
Texas,Winkler County,1753,358,1,0.043
Texas,Wise County,26986,4953,1,0.003
Texas,Wood County,18962,3487,1,0.004
Texas,Yoakum County,2172,419,0,0.000
Texas,Young County,7112,1036,0,0.000
Texas,Zapata County,2032,1820,0,0.000
Texas,Zavala County,1490,2864,0,0.000
Utah,Beaver County,2673,356,0,0.000
Utah,Box Elder County,20660,4280,1,0.004
Utah,Cache County,34377,15246,2,0.004
Utah,Carbon County,6255,2306,1,0.011
Utah,Daggett County,473,105,0,0.000
Utah,Davis County,87549,51017,9,0.006
Utah,Duchesne County,7445,830,1,0.011
Utah,Emery County,4166,566,1,0.019
Utah,Garfield County,2149,513,0,0.000
Utah,Grand County,2168,2733,0,0.000
Utah,Iron County,18113,4673,2,0.008
Utah,Juab County,5069,638,1,0.016
Utah,Kane County,2777,1005,0,0.000
Utah,Millard County,4267,529,0,0.000
Utah,Morgan County,4957,1060,0,0.000
Utah,Piute County,773,86,0,0.000
Utah,Rich County,1118,178,0,0.000
Utah,Salt Lake County,162607,226446,45,0.011
Utah,San Juan County,2634,2451,1,0.018
Utah,Sanpete County,9961,1724,0,0.000
Utah,Sevier County,8427,1032,0,0.000
Utah,Summit County,6122,11733,0,0.000
Utah,Tooele County,19531,8498,3,0.010
Utah,Uintah County,12777,1601,1,0.006
Utah,Utah County,171563,68568,10,0.004
Utah,Wasatch County,9953,5762,0,0.000
Utah,Washington County,65601,20065,1,0.001
Utah,Wayne County,1207,362,0,0.000
Utah,Weber County,64066,39652,14,0.012
Vermont,Jamaica,149,406,0,0.000
Vermont,Jay,139,144,0,0.000
Vermont,Jericho,904,2657,0,0.000
Vermont,Johnson,528,994,0,0.000
Vermont,Kirby,129,190,0,0.000
Vermont,Landgrove,0,0,0,0.000
Vermont,Leicester,230,296,0,0.000
Vermont,Lemington,23,25,0,0.000
Vermont,Lincoln,211,723,0,0.000
Vermont,Londonderry,347,744,0,0.000
Vermont,Barnet,437,624,0,0.000
Vermont,Lowell,273,201,0,0.000
Vermont,Ludlow,473,718,0,0.000
Vermont,Lunenburg,366,243,0,0.000
Vermont,Lyndon,1136,1207,0,0.000
Vermont,Maidstone,74,67,0,0.000
Vermont,Manchester,732,1985,0,0.000
Vermont,Marlboro,94,528,0,0.000
Vermont,Marshfield,336,586,0,0.000
Vermont,Mendon,314,445,0,0.000
Vermont,Middlebury,732,3476,0,0.000
Vermont,Barre,1298,2380,0,0.000
Vermont,Middlesex,231,977,0,0.000
Vermont,Middletown Springs,225,308,0,0.000
Vermont,Milton,2567,3268,0,0.000
Vermont,Monkton,395,960,0,0.000
Vermont,Montgomery,278,449,0,0.000
Vermont,Montpelier,468,4576,0,0.000
Vermont,Moretown,220,904,0,0.000
Vermont,Morgan,218,172,0,0.000
Vermont,Morristown,833,2256,0,0.000
Vermont,Mount Holly,375,452,0,0.000
Vermont,Barre Town,2093,2512,0,0.000
Vermont,Mount Tabor,56,55,0,0.000
Vermont,Newark,159,169,0,0.000
Vermont,Newbury,490,682,0,0.000
Vermont,Newfane,261,842,0,0.000
Vermont,New Haven,396,732,0,0.000
Vermont,Newport,757,1033,0,0.000
Vermont,Newport Town,415,341,0,0.000
Vermont,Northfield,837,1508,0,0.000
Vermont,North Hero,250,430,0,0.000
Vermont,Norton,62,44,0,0.000
Vermont,Barton,570,687,0,0.000
Vermont,Norwich,211,2316,0,0.000
Vermont,Orange,324,261,1,0.155
Vermont,Orwell,351,367,0,0.000
Vermont,Panton,137,271,0,0.000
Vermont,Pawlet,369,496,0,0.000
Vermont,Peacham,141,357,0,0.000
Vermont,Peru,71,218,0,0.000
Vermont,Pittsfield,120,206,0,0.000
Vermont,Pittsford,784,896,0,0.000
Vermont,Plainfield,166,606,0,0.000
Vermont,Belvidere,93,79,0,0.000
Vermont,Plymouth,121,267,0,0.000
Vermont,Pomfret,146,509,0,0.000
Vermont,Poultney,755,844,0,0.000
Vermont,Pownal,831,892,0,0.000
Vermont,Proctor,392,534,0,0.000
Vermont,Putney,235,1234,0,0.000
Vermont,Randolph,792,1662,0,0.000
Vermont,Reading,120,312,0,0.000
Vermont,Readsboro,212,203,0,0.000
Vermont,Richford,478,434,0,0.000
Vermont,Bennington,2473,4369,0,0.000
Vermont,Richmond,572,2287,0,0.000
Vermont,Ripton,76,280,0,0.000
Vermont,Rochester,183,526,0,0.000
Vermont,Rockingham,718,1703,0,0.000
Vermont,Roxbury,134,281,0,0.000
Vermont,Royalton,492,930,0,0.000
Vermont,Rupert,154,269,0,0.000
Vermont,Rutland,3026,4679,2,0.024
Vermont,Rutland Town,1038,1365,0,0.000
Vermont,Ryegate,298,329,0,0.000
Vermont,Benson,305,258,0,0.000
Vermont,St. Albans,938,1947,0,0.000
Vermont,St. Albans Town,1557,2126,0,0.000
Vermont,St. George,131,310,0,0.000
Vermont,St. Johnsbury,1218,2033,0,0.000
Vermont,Salisbury,258,393,0,0.000
Vermont,Sandgate,96,147,0,0.000
Vermont,Searsburg,36,28,0,0.000
Vermont,Shaftsbury,818,1346,0,0.000
Vermont,Sharon,278,585,0,0.000
Vermont,Sheffield,163,197,0,0.000
Vermont,Berkshire,402,284,0,0.000
Vermont,Shelburne,953,4358,0,0.000
Vermont,Sheldon,533,435,0,0.000
Vermont,Killington,255,560,0,0.000
Vermont,Shoreham,263,445,0,0.000
Vermont,Shrewsbury,268,395,0,0.000
Vermont,South Burlington,2271,10057,0,0.000
Vermont,South Hero,376,903,0,0.000
Vermont,Springfield,1768,2581,0,0.000
Vermont,Stamford,267,254,0,0.000
Vermont,Stannard,28,82,0,0.000
Vermont,Berlin,520,960,0,0.000
Vermont,Starksboro,333,636,0,0.000
Vermont,Stockbridge,123,341,0,0.000
Vermont,Stowe,599,2706,0,0.000
Vermont,Strafford,118,656,0,0.000
Vermont,Stratton,67,119,0,0.000
Vermont,Sudbury,128,252,0,0.000
Vermont,Sunderland,240,386,0,0.000
Vermont,Sutton,275,245,0,0.000
Vermont,Swanton,1546,1566,0,0.000
Vermont,Thetford,409,1448,0,0.000
Vermont,Bethel,381,728,0,0.000
Vermont,Addison,379,445,0,0.000
Vermont,Tinmouth,163,170,0,0.000
Vermont,Topsham,356,273,0,0.000
Vermont,Townshend,191,553,0,0.000
Vermont,Troy,394,370,0,0.000
Vermont,Tunbridge,314,514,0,0.000
Vermont,Underhill,526,1633,0,0.000
Vermont,Vergennes,428,1016,0,0.000
Vermont,Vernon,549,718,0,0.000
Vermont,Vershire,134,264,0,0.000
Vermont,Victory,36,17,0,0.000
Vermont,Bloomfield,73,55,0,0.000
Vermont,Waitsfield,200,1023,0,0.000
Vermont,Walden,207,351,0,0.000
Vermont,Wallingford,563,703,0,0.000
Vermont,Waltham,102,216,0,0.000
Vermont,Wardsboro,159,325,0,0.000
Vermont,Warren,179,1039,0,0.000
Vermont,Washington,283,306,3,0.463
Vermont,Waterbury,621,2778,0,0.000
Vermont,Waterford,387,421,0,0.000
Vermont,Waterville,209,227,0,0.000
Vermont,Bolton,218,537,0,0.000
Vermont,Weathersfield,725,1018,0,0.000
Vermont,Wells,416,315,0,0.000
Vermont,West Fairlee,125,219,0,0.000
Vermont,Westfield,146,190,0,0.000
Vermont,Westford,413,964,0,0.000
Vermont,West Haven,70,78,0,0.000
Vermont,Westminster,429,1303,0,0.000
Vermont,Westmore,102,126,0,0.000
Vermont,Weston,114,332,0,0.000
Vermont,West Rutland,599,499,0,0.000
Vermont,Bradford,549,893,0,0.000
Vermont,West Windsor,200,618,0,0.000
Vermont,Weybridge,78,517,0,0.000
Vermont,Wheelock,200,236,0,0.000
Vermont,Whiting,84,124,0,0.000
Vermont,Whitingham,340,397,0,0.000
Vermont,Williamstown,923,858,0,0.000
Vermont,Williston,1699,4961,0,0.000
Vermont,Wilmington,341,789,0,0.000
Vermont,Windham,83,187,1,0.337
Vermont,Windsor,537,1266,0,0.000
Vermont,Braintree,260,434,0,0.000
Vermont,Winhall,182,473,0,0.000
Vermont,Winooski,585,3005,0,0.000
Vermont,Wolcott,306,589,0,0.000
Vermont,Woodbury,196,372,0,0.000
Vermont,Woodford,96,95,0,0.000
Vermont,Woodstock,402,1645,0,0.000
Vermont,Worcester,125,464,0,0.000
Vermont,Brandon,896,1213,0,0.000
Vermont,Brattleboro,1052,5423,0,0.000
Vermont,Bridgewater,212,372,0,0.000
Vermont,Bridport,321,392,0,0.000
Vermont,Brighton,342,258,0,0.000
Vermont,Bristol,691,1482,0,0.000
Vermont,Albany,235,286,0,0.000
Vermont,Brookfield,307,506,0,0.000
Vermont,Brookline,96,217,0,0.000
Vermont,Brownington,265,218,0,0.000
Vermont,Brunswick,35,27,0,0.000
Vermont,Burke,366,534,0,0.000
Vermont,Burlington,936,3925,0,0.000
Vermont,Cabot,296,558,0,0.000
Vermont,Calais,221,886,0,0.000
Vermont,Cambridge,587,1521,0,0.000
Vermont,Canaan,241,239,0,0.000
Vermont,Alburgh,499,550,0,0.000
Vermont,Castleton,1037,1053,0,0.000
Vermont,Cavendish,297,466,0,0.000
Vermont,Charleston,274,247,0,0.000
Vermont,Charlotte,511,2285,0,0.000
Vermont,Chelsea,284,404,0,0.000
Vermont,Chester,619,1089,0,0.000
Vermont,Chittenden,343,473,4,0.446
Vermont,Clarendon,782,656,0,0.000
Vermont,Colchester,2852,6452,0,0.000
Vermont,Concord,343,262,0,0.000
Vermont,Andover,132,216,0,0.000
Vermont,Corinth,350,459,0,0.000
Vermont,Cornwall,145,663,0,0.000
Vermont,Coventry,294,245,0,0.000
Vermont,Craftsbury,190,558,0,0.000
Vermont,Danby,405,325,0,0.000
Vermont,Danville,559,855,0,0.000
Vermont,Derby,1280,1167,0,0.000
Vermont,Dorset,377,997,0,0.000
Vermont,Dover,295,613,0,0.000
Vermont,Dummerston,280,1034,0,0.000
Vermont,Arlington,511,929,0,0.000
Vermont,Duxbury,243,648,0,0.000
Vermont,East Haven,65,69,0,0.000
Vermont,East Montpelier,391,1315,0,0.000
Vermont,Eden,313,303,0,0.000
Vermont,Elmore,149,447,0,0.000
Vermont,Enosburgh,590,640,0,0.000
Vermont,Essex,3415,9573,0,0.000
Vermont,Fairfax,1229,1648,0,0.000
Vermont,Fairfield,474,625,0,0.000
Vermont,Fair Haven,647,624,0,0.000
Vermont,Athens,84,120,0,0.000
Vermont,Fairlee,160,442,0,0.000
Vermont,Fayston,150,796,0,0.000
Vermont,Ferrisburg,561,1202,0,0.000
Vermont,Fletcher,291,494,0,0.000
Vermont,Franklin,407,318,1,0.125
Vermont,Georgia,1295,1517,0,0.000
Vermont,Glover,239,401,0,0.000
Vermont,Goshen,34,90,0,0.000
Vermont,Grafton,0,263,0,0.000
Vermont,Granby,23,20,0,0.000
Vermont,Bakersfield,272,395,0,0.000
Vermont,Grand Isle,538,831,0,0.000
Vermont,Granville,30,136,0,0.000
Vermont,Greensboro,106,365,0,0.000
Vermont,Groton,272,248,0,0.000
Vermont,Guildhall,90,79,0,0.000
Vermont,Guilford,345,975,0,0.000
Vermont,Halifax,193,273,0,0.000
Vermont,Hancock,57,102,0,0.000
Vermont,Hardwick,576,932,0,0.000
Vermont,Hartford,1576,4525,0,0.000
Vermont,Baltimore,72,63,0,0.000
Vermont,Hartland,631,1511,0,0.000
Vermont,Highgate,977,698,0,0.000
Vermont,Hinesburg,749,2254,0,0.000
Vermont,Holland,210,139,0,0.000
Vermont,Hubbardton,191,221,0,0.000
Vermont,Huntington,312,1047,0,0.000
Vermont,Hyde Park,546,1118,0,0.000
Vermont,Ira,130,130,0,0.000
Vermont,Irasburg,405,257,0,0.000
Vermont,Isle La Motte,147,191,0,0.000
Vermont,Barnard,177,465,0,0.000
Virginia,Accomack County,9172,7578,0,0.000
Virginia,Albemarle County,20711,42132,0,0.000
Virginia,Alleghany County,5859,2243,0,0.000
Virginia,Amelia County,5370,2390,0,0.000
Virginia,Amherst County,11053,5680,2,0.011
Virginia,Appomattox County,6702,2418,0,0.000
Virginia,Arlington County,21598,102510,2,0.001
Virginia,Augusta County,30556,10748,0,0.000
Virginia,Bath County,1824,674,0,0.000
Virginia,Bedford County,35369,11986,2,0.004
Virginia,Bland County,2903,532,0,0.000
Virginia,Botetourt County,15033,5637,1,0.004
Virginia,Brunswick County,3343,4533,0,0.000
Virginia,Buchanan County,8311,1587,1,0.009
Virginia,Buckingham County,4544,3471,1,0.011
Virginia,Campbell County,21211,8041,1,0.003
Virginia,Caroline County,8109,7733,1,0.006
Virginia,Carroll County,12659,2842,0,0.000
Virginia,Charles City County,1750,2610,0,0.000
Virginia,Charlotte County,3815,2317,0,0.000
Virginia,Chesterfield County,98541,111094,5,0.002
Virginia,Clarke County,5192,3920,0,0.000
Virginia,Craig County,2533,585,0,0.000
Virginia,Culpeper County,16013,10617,4,0.014
Virginia,Cumberland County,3019,2230,0,0.000
Virginia,Dickenson County,5746,1501,1,0.013
Virginia,Dinwiddie County,8695,6224,1,0.006
Virginia,Essex County,3075,3038,0,0.000
Virginia,Fairfax County,162312,404886,6,0.001
Virginia,Fauquier County,25133,17362,0,0.000
Virginia,Floyd County,6189,2970,0,0.000
Virginia,Fluvanna County,8071,7289,0,0.000
Virginia,Franklin County,20797,8312,0,0.000
Virginia,Frederick County,30126,16021,1,0.002
Virginia,Giles County,6876,2156,3,0.030
Virginia,Gloucester County,14875,6964,0,0.000
Virginia,Goochland County,9896,6623,0,0.000
Virginia,Grayson County,6529,1535,2,0.023
Virginia,Greene County,6819,4089,0,0.000
Virginia,Greensville County,1914,2627,1,0.020
Virginia,Halifax County,10404,7648,0,0.000
Virginia,Hanover County,44318,25307,0,0.000
Virginia,Henrico County,61280,110115,4,0.002
Virginia,Henry County,16654,9060,1,0.004
Virginia,Highland County,1092,417,0,0.000
Virginia,Isle of Wight County,13661,9346,1,0.004
Virginia,James City County,23059,25374,1,0.002
Virginia,King and Queen County,2450,1590,0,0.000
Virginia,King George County,8446,5404,1,0.007
Virginia,King William County,7320,3260,0,0.000
Virginia,Lancaster County,3694,3361,0,0.000
Virginia,Lee County,8365,1489,0,0.000
Virginia,Loudoun County,81837,137827,3,0.001
Virginia,Louisa County,13294,8269,0,0.000
Virginia,Lunenburg County,3586,2413,0,0.000
Virginia,Madison County,5294,2684,0,0.000
Virginia,Mathews County,3900,1824,0,0.000
Virginia,Mecklenburg County,9266,6803,2,0.011
Virginia,Middlesex County,4196,2491,0,0.000
Virginia,Montgomery County,20573,23077,3,0.006
Virginia,Nelson County,4799,4307,1,0.010
Virginia,New Kent County,8929,3162,0,0.000
Virginia,Northampton County,2955,3667,0,0.000
Virginia,Northumberland County,4477,3240,0,0.000
Virginia,Nottoway County,4032,2976,0,0.000
Virginia,Orange County,12426,7995,0,0.000
Virginia,Page County,9316,2982,0,0.000
Virginia,Patrick County,7474,1948,0,0.000
Virginia,Pittsylvania County,23704,10053,0,0.000
Virginia,Powhatan County,14055,5320,1,0.005
Virginia,Prince Edward County,4434,4973,1,0.010
Virginia,Prince George County,10106,6870,0,0.000
Virginia,Prince William County,76432,139502,2,0.001
Virginia,Pulaski County,12127,4925,2,0.011
Virginia,Rappahannock County,2815,2096,0,0.000
Virginia,Richmond County,2547,1513,2,0.045
Virginia,Roanoke County,33758,21218,2,0.003
Virginia,Rockbridge County,8047,4022,1,0.008
Virginia,Rockingham County,28608,9311,4,0.010
Virginia,Russell County,10879,2373,0,0.000
Virginia,Scott County,9063,1692,2,0.017
Virginia,Shenandoah County,16390,6763,0,0.000
Virginia,Smyth County,10941,2989,0,0.000
Virginia,Southampton County,5730,3969,0,0.000
Virginia,Spotsylvania County,39506,34385,1,0.001
Virginia,Stafford County,37513,40138,2,0.002
Virginia,Surry County,2025,2397,0,0.000
Virginia,Sussex County,2217,2822,1,0.018
Virginia,Tazewell County,16665,3169,0,0.000
Virginia,Warren County,14033,6564,0,0.000
Virginia,Washington County,21678,6617,4,0.013
Virginia,Westmoreland County,5286,4453,0,0.000
Virginia,Wise County,13315,3084,1,0.006
Virginia,Wythe County,11733,3143,2,0.012
Virginia,York County,20087,17410,2,0.005
Virginia,Alexandria city,14251,65201,3,0.003
Virginia,Bristol city,5347,2313,0,0.000
Virginia,Buena Vista city,1863,825,0,0.000
Virginia,Charlottesville city,3059,20237,1,0.004
Virginia,Chesapeake city,57651,65330,2,0.001
Virginia,Colonial Heights city,6007,2972,0,0.000
Virginia,Covington city,1580,964,0,0.000
Virginia,Danville city,7396,11615,2,0.010
Virginia,Emporia city,754,1612,0,0.000
Virginia,Fairfax city,3982,9120,0,0.000
Virginia,Falls Church city,1490,7146,0,0.000
Virginia,Franklin city,1482,2505,0,0.000
Virginia,Fredericksburg city,4037,8517,1,0.007
Virginia,Galax city,1836,775,0,0.000
Virginia,Hampton city,18201,45481,1,0.001
Virginia,Harrisonburg city,5560,10935,1,0.006
Virginia,Hopewell city,2378,2972,2,0.034
Virginia,Lexington city,901,1782,0,0.000
Virginia,Lynchburg city,16697,17447,2,0.005
Virginia,Manassas city,6182,10100,0,0.000
Virginia,Manassas Park city,2062,3913,0,0.000
Virginia,Martinsville city,2165,3766,0,0.000
Virginia,Newport News city,25594,50319,2,0.002
Virginia,Norfolk city,22038,59396,8,0.009
Virginia,Norton city,1112,464,0,0.000
Virginia,Petersburg city,1573,12293,0,0.000
Virginia,Poquoson city,5605,2054,0,0.000
Virginia,Portsmouth city,12682,30644,2,0.004
Virginia,Radford city,2786,3358,0,0.000
Virginia,Richmond city,15707,86460,5,0.004
Virginia,Roanoke city,15356,25929,2,0.004
Virginia,Salem city,7683,5148,0,0.000
Virginia,Staunton city,5642,6886,0,0.000
Virginia,Suffolk city,20006,28484,1,0.002
Virginia,Virginia Beach city,115107,134252,9,0.003
Virginia,Waynesboro city,5474,4918,0,0.000
Virginia,Williamsburg city,1963,4790,0,0.000
Virginia,Winchester city,5156,6451,0,0.000
Washington,Adams County,2361,1064,1,0.027
Washington,Asotin County,7259,4233,0,0.000
Washington,Benton County,59053,37434,9,0.008
Washington,Chelan County,16975,15454,2,0.006
Washington,Clallam County,19387,21964,1,0.002
Washington,Clark County,115540,133193,15,0.005
Washington,Columbia County,1699,644,0,0.000
Washington,Cowlitz County,33912,23480,10,0.016
Washington,Douglas County,11241,6727,3,0.015
Washington,Ferry County,2735,1465,0,0.000
Washington,Franklin County,17583,12786,6,0.018
Washington,Garfield County,1062,362,0,0.000
Washington,Grant County,16662,8386,2,0.007
Washington,Grays Harbor County,18960,16623,4,0.010
Washington,Island County,22182,28374,2,0.004
Washington,Jefferson County,5910,15619,0,0.000
Washington,King County,260210,885638,63,0.005
Washington,Kitsap County,58824,87680,5,0.003
Washington,Kittitas County,11106,9470,2,0.009
Washington,Klickitat County,6203,5216,1,0.008
Washington,Lewis County,29074,14316,4,0.008
Washington,Lincoln County,5095,1694,0,0.000
Washington,Mason County,18342,16999,3,0.008
Washington,Okanogan County,6272,5661,2,0.015
Washington,Pacific County,6176,6283,0,0.000
Washington,Pend Oreille County,5655,2578,0,0.000
Washington,Pierce County,193795,244893,35,0.007
Washington,San Juan County,2769,9209,0,0.000
Washington,Skagit County,15310,23033,0,0.000
Washington,Skamania County,3694,3016,0,0.000
Washington,Snohomish County,157772,245708,17,0.004
Washington,Spokane County,142122,130820,30,0.010
Washington,Stevens County,14566,6563,2,0.009
Washington,Thurston County,54881,86181,7,0.005
Washington,Wahkiakum County,1711,1150,0,0.000
Washington,Walla Walla County,8246,8289,1,0.005
Washington,Whatcom County,49809,82463,3,0.002
Washington,Whitman County,7245,8794,0,0.000
Washington,Yakima County,35017,28967,13,0.018
West Virginia,Barbour County,5094,1438,0,0.000
West Virginia,Berkeley County,32062,16075,4,0.008
West Virginia,Boone County,6775,2029,0,0.000
West Virginia,Braxton County,4115,1453,1,0.016
West Virginia,Brooke County,7516,2936,1,0.009
West Virginia,Cabell County,21440,14733,3,0.008
West Virginia,Calhoun County,2346,563,0,0.000
West Virginia,Clay County,2661,640,2,0.055
West Virginia,Doddridge County,2592,432,0,0.000
West Virginia,Fayette County,11514,5031,4,0.022
West Virginia,Gilmer County,1997,591,0,0.000
West Virginia,Grant County,4861,605,0,0.000
West Virginia,Greenbrier County,10898,4641,1,0.006
West Virginia,Hampshire County,7829,1919,1,0.009
West Virginia,Hancock County,9653,3670,1,0.007
West Virginia,Hardy County,4827,1371,0,0.000
West Virginia,Harrison County,20581,9149,5,0.015
West Virginia,Jackson County,10025,3197,0,0.000
West Virginia,Jefferson County,14813,11831,0,0.000
West Virginia,Kanawha County,46086,34139,10,0.011
West Virginia,Lewis County,5759,1531,2,0.025
West Virginia,Lincoln County,5967,1703,0,0.000
West Virginia,Logan County,10501,2325,2,0.014
West Virginia,McDowell County,5125,1323,3,0.042
West Virginia,Marion County,16218,8836,2,0.007
West Virginia,Marshall County,10137,3348,0,0.000
West Virginia,Mason County,8422,2511,0,0.000
West Virginia,Mercer County,19185,5522,6,0.022
West Virginia,Mineral County,9904,2579,1,0.007
West Virginia,Mingo County,8521,1385,1,0.009
West Virginia,Monongalia County,20656,20064,6,0.013
West Virginia,Monroe County,5012,1330,0,0.000
West Virginia,Morgan County,6157,1945,0,0.000
West Virginia,Nicholas County,8221,2206,2,0.017
West Virginia,Ohio County,12226,7139,1,0.005
West Virginia,Pendleton County,2764,816,1,0.025
West Virginia,Pleasants County,2726,692,0,0.000
West Virginia,Pocahontas County,2876,1039,1,0.023
West Virginia,Preston County,11143,3147,0,0.000
West Virginia,Putnam County,19921,7824,2,0.007
West Virginia,Raleigh County,24297,7841,4,0.011
West Virginia,Randolph County,8655,3353,2,0.015
West Virginia,Ritchie County,3637,585,1,0.022
West Virginia,Roane County,4199,1451,3,0.048
West Virginia,Summers County,4068,1444,1,0.016
West Virginia,Taylor County,5439,1787,1,0.013
West Virginia,Tucker County,2833,933,0,0.000
West Virginia,Tyler County,3183,626,0,0.000
West Virginia,Upshur County,7721,2247,1,0.009
West Virginia,Wayne County,12462,3964,0,0.000
West Virginia,Webster County,2737,608,0,0.000
West Virginia,Wetzel County,4933,1529,0,0.000
West Virginia,Wirt County,2103,461,0,0.000
West Virginia,Wood County,26963,10816,2,0.005
West Virginia,Wyoming County,7254,1149,0,0.000
Wisconsin,Adams County,7362,4329,0,0.000
Wisconsin,Ashland County,3845,4794,2,0.021
Wisconsin,Barron County,15803,9194,0,0.000
Wisconsin,Bayfield County,4617,6155,0,0.000
Wisconsin,Brown County,75865,65509,7,0.005
Wisconsin,Buffalo County,4834,2859,0,0.000
Wisconsin,Burnett County,6461,3569,0,0.000
Wisconsin,Calumet County,18142,12115,0,0.000
Wisconsin,Chippewa County,21316,14001,2,0.005
Wisconsin,Clark County,10001,4520,3,0.019
Wisconsin,Columbia County,16925,16408,1,0.003
Wisconsin,Crawford County,4620,3953,0,0.000
Wisconsin,Dane County,78789,260157,9,0.002
Wisconsin,Dodge County,31354,16355,1,0.002
Wisconsin,Door County,9752,10044,0,0.000
Wisconsin,Douglas County,10919,13214,1,0.004
Wisconsin,Dunn County,13176,9909,2,0.008
Wisconsin,Eau Claire County,25339,31617,5,0.008
Wisconsin,Florence County,2133,781,0,0.000
Wisconsin,Fond du Lac County,35754,20588,1,0.002
Wisconsin,Forest County,3287,1722,2,0.036
Wisconsin,Grant County,13981,10942,1,0.004
Wisconsin,Green County,10165,10850,1,0.004
Wisconsin,Green Lake County,7165,3344,0,0.000
Wisconsin,Iowa County,5907,7828,0,0.000
Wisconsin,Iron County,2439,1533,0,0.000
Wisconsin,Jackson County,5789,4255,2,0.018
Wisconsin,Jefferson County,27209,19904,2,0.004
Wisconsin,Juneau County,8749,4747,0,0.000
Wisconsin,Kenosha County,44972,42191,2,0.002
Wisconsin,Kewaunee County,7927,3977,1,0.008
Wisconsin,La Crosse County,28683,37843,1,0.001
Wisconsin,Lafayette County,4820,3647,0,0.000
Wisconsin,Langlade County,7330,3703,1,0.008
Wisconsin,Lincoln County,10017,6260,2,0.011
Wisconsin,Manitowoc County,27217,16817,2,0.004
Wisconsin,Marathon County,44623,30807,4,0.005
Wisconsin,Marinette County,15303,7363,3,0.012
Wisconsin,Marquette County,5719,3239,0,0.000
Wisconsin,Menominee County,278,1303,0,0.000
Wisconsin,Milwaukee County,134355,317251,28,0.006
Wisconsin,Monroe County,13775,8432,3,0.012
Wisconsin,Oconto County,16226,6715,1,0.004
Wisconsin,Oneida County,13671,10105,0,0.000
Wisconsin,Outagamie County,58379,47659,4,0.003
Wisconsin,Ozaukee County,33912,26515,0,0.000
Wisconsin,Pepin County,2584,1489,0,0.000
Wisconsin,Pierce County,12813,9789,0,0.000
Wisconsin,Polk County,16590,9361,1,0.004
