State,County,Votes_Left,Votes_Right
New Hampshire,Plainfield,522,1135
New Hampshire,Springfield,436,437
New Hampshire,Sunapee,1086,1309
New Hampshire,Unity,513,335
New Hampshire,Washington,467,314
New Jersey,Atlantic County,51929,61076
New Jersey,Bergen County,171754,250139
New Jersey,Burlington County,79881,131202
New Jersey,Camden County,53422,125762
New Jersey,Cape May County,31498,22713
New Jersey,Cumberland County,13189,19000
New Jersey,Essex County,63971,224615
New Jersey,Gloucester County,80700,84120
New Jersey,Hudson County,45160,141997
New Jersey,Hunterdon County,35808,35318
New Jersey,Mercer County,45926,109514
New Jersey,Middlesex County,70250,141256
New Jersey,Monmouth County,126807,137084
New Jersey,Morris County,63209,83266
New Jersey,Ocean County,195755,109824
New Jersey,Passaic County,53826,84346
New Jersey,Salem County,16524,12786
New Jersey,Somerset County,51400,87411
New Jersey,Sussex County,38188,28728
New Jersey,Union County,32427,88990
New Jersey,Warren County,23806,19327
New Mexico,Bernalillo County,115674,192042
New Mexico,Catron County,1697,592
New Mexico,Chaves County,15646,6379
New Mexico,Cibola County,3962,4696
New Mexico,Colfax County,3271,2611
New Mexico,Curry County,10315,4188
New Mexico,De Baca County,654,231
New Mexico,Do�a Ana County,32760,47919
New Mexico,Eddy County,17454,5424
New Mexico,Grant County,6553,7590
New Mexico,Guadalupe County,912,1229
New Mexico,Harding County,319,179
New Mexico,Hidalgo County,1105,812
New Mexico,Lea County,16531,4061
New Mexico,Lincoln County,6929,3175
New Mexico,Los Alamos County,4230,7363
New Mexico,Luna County,4407,3564
New Mexico,McKinley County,7597,17684
New Mexico,Mora County,902,1744
New Mexico,Otero County,14521,8483
New Mexico,Quay County,2634,1170
New Mexico,Rio Arriba County,5390,10896
New Mexico,Roosevelt County,4629,1799
New Mexico,Sandoval County,34048,40307
New Mexico,San Juan County,32824,18025
New Mexico,San Miguel County,3407,7830
New Mexico,Santa Fe County,18236,61629
New Mexico,Sierra County,3542,2265
New Mexico,Socorro County,3255,3721
New Mexico,Taos County,3638,12816
New Mexico,Torrance County,4772,2344
New Mexico,Union County,1388,383
New Mexico,Valencia County,17245,14051
New York,Albany County,45570,73189
New York,Allegany County,12670,4188
New York,Bronx County,55849,271835
New York,Broome County,38296,32209
New York,Cattaraugus County,20295,9142
New York,Cayuga County,17639,11993
New York,Chautauqua County,31247,16200
New York,Chemung County,19388,11573
New York,Chenango County,11736,5126
New York,Clinton County,14354,12690
New York,Columbia County,12883,14148
New York,Cortland County,9484,6829
New York,Delaware County,11952,6420
New York,Dutchess County,59661,57720
New York,Erie County,178349,198808
New York,Essex County,7953,6970
New York,Franklin County,8530,6586
New York,Fulton County,13989,5804
New York,Genesee County,17340,7048
New York,Greene County,12722,7675
New York,Hamilton County,1917,863
New York,Herkimer County,17038,7282
New York,Jefferson County,22779,12053
New York,Kings County,174731,514133
New York,Lewis County,7931,2768
New York,Livingston County,16575,9150
New York,Madison County,16553,10417
New York,Monroe County,122995,146403
New York,Montgomery County,11500,5746
New York,Nassau County,286661,280288
New York,New York County,65001,377605
New York,Niagara County,51355,34809
New York,Oneida County,51950,30542
New York,Onondaga County,78994,93850
New York,Ontario County,25757,20779
New York,Orange County,76218,61868
New York,Orleans County,11173,4082
New York,Oswego County,28914,14677
New York,Otsego County,12682,9138
New York,Putnam County,25899,17106
New York,Queens County,173304,769135
New York,Rensselaer County,33371,30450
New York,Richmond County,110094,67223
New York,Rockland County,63830,50926
New York,St. Lawrence County,21862,13036
New York,Saratoga County,55248,49697
New York,Schenectady County,27544,31685
New York,Schoharie County,9010,4006
New York,Schuyler County,5181,2858
New York,Seneca County,7582,5076
New York,Steuben County,26781,11299
New York,Suffolk County,333100,258007
New York,Sullivan County,15555,10995
New York,Tioga County,13292,6724
New York,Tompkins County,8522,21643
New York,Ulster County,33580,42606
New York,Warren County,15200,11811
New York,Washington County,14577,8537
New York,Wayne County,23734,12799
New York,Westchester County,217725,400881
New York,Wyoming County,12969,3840
New York,Yates County,5552,3046
North Carolina,Alamance County,45490,38186
North Carolina,Alexander County,15806,4113
North Carolina,Alleghany County,4501,1480
North Carolina,Anson County,5321,5788
North Carolina,Ashe County,11368,4149
North Carolina,Avery County,7092,2171
North Carolina,Beaufort County,16352,9575
North Carolina,Bertie County,3778,5846
North Carolina,Bladen County,9623,7281
North Carolina,Brunswick County,55373,32984
North Carolina,Buncombe County,61983,95881
North Carolina,Burke County,30814,12985
North Carolina,Cabarrus County,62722,51594
North Carolina,Caldwell County,31877,10105
North Carolina,Camden County,4277,1515
North Carolina,Carteret County,29886,11999
North Carolina,Caswell County,7040,4831
North Carolina,Catawba County,56203,25420
North Carolina,Chatham County,21055,26642
North Carolina,Cherokee County,12568,3563
North Carolina,Chowan County,4458,3232
North Carolina,Clay County,5074,1685
North Carolina,Cleveland County,33664,16879
North Carolina,Columbus County,16696,9382
North Carolina,Craven County,30831,20977
North Carolina,Cumberland County,59498,83533
North Carolina,Currituck County,11566,4151
North Carolina,Dare County,13844,9855
North Carolina,Davidson County,62143,21483
North Carolina,Davie County,18115,6653
North Carolina,Duplin County,13703,8676
North Carolina,Durham County,31827,142770
North Carolina,Edgecombe County,9162,16027
North Carolina,Forsyth County,84176,111769
North Carolina,Franklin County,20748,15776
North Carolina,Gaston County,72132,40231
North Carolina,Gates County,3354,2540
North Carolina,Graham County,3667,896
North Carolina,Granville County,16548,14448
North Carolina,Greene County,4858,3820
North Carolina,Guilford County,106384,171538
North Carolina,Halifax County,9973,15382
North Carolina,Harnett County,34905,21839
North Carolina,Haywood County,22698,13095
North Carolina,Henderson County,39810,27014
North Carolina,Hertford County,3470,7077
North Carolina,Hoke County,9601,11929
North Carolina,Hyde County,1408,1035
North Carolina,Iredell County,66439,33426
North Carolina,Jackson County,11263,9522
North Carolina,Johnston County,67901,40861
North Carolina,Jones County,3267,2175
North Carolina,Lee County,16388,12076
North Carolina,Lenoir County,14500,13494
North Carolina,Lincoln County,36167,13178
North Carolina,McDowell County,16839,5807
North Carolina,Macon County,14152,6213
North Carolina,Madison County,7928,4878
North Carolina,Martin County,6493,5876
North Carolina,Mecklenburg County,178066,375503
North Carolina,Mitchell County,7041,1852
North Carolina,Montgomery County,8363,4305
North Carolina,Moore County,36459,20547
North Carolina,Nash County,25653,25702
North Carolina,New Hanover County,62420,64876
North Carolina,Northampton County,3977,6048
North Carolina,Onslow County,45016,23474
North Carolina,Orange County,19993,63097
North Carolina,Pamlico County,4815,2699
North Carolina,Pasquotank County,9626,9653
North Carolina,Pender County,21833,11655
North Carolina,Perquimans County,4894,2485
North Carolina,Person County,13104,8416
North Carolina,Pitt County,38515,46607
North Carolina,Polk County,7643,4485
North Carolina,Randolph County,56589,15506
North Carolina,Richmond County,11752,8676
North Carolina,Robeson County,25927,17998
North Carolina,Rockingham County,30997,15811
North Carolina,Rowan County,49053,22889
North Carolina,Rutherford County,24631,9049
North Carolina,Sampson County,17330,10832
North Carolina,Scotland County,7399,7137
North Carolina,Stanly County,25297,8037
North Carolina,Stokes County,19997,5258
North Carolina,Surry County,27344,8635
North Carolina,Swain County,4152,2765
North Carolina,Transylvania County,11578,8413
North Carolina,Tyrrell County,1043,757
North Carolina,Union County,79778,48199
North Carolina,Vance County,8385,12412
North Carolina,Wake County,223466,388686
North Carolina,Warren County,3739,6344
North Carolina,Washington County,2778,3387
North Carolina,Watauga County,14332,16925
North Carolina,Wayne County,30505,23986
North Carolina,Wilkes County,27397,7445
North Carolina,Wilson County,19473,20579
North Carolina,Yadkin County,15861,3744
North Carolina,Yancey County,7481,3678
North Dakota,Adams County,978,258
North Dakota,Barnes County,3532,1800
North Dakota,Benson County,1090,817
North Dakota,Billings County,539,72
North Dakota,Bottineau County,2563,819
North Dakota,Bowman County,1382,227
North Dakota,Burke County,1022,196
North Dakota,Burleigh County,34588,14226
North Dakota,Cass County,42567,40219
North Dakota,Cavalier County,1499,474
North Dakota,Dickey County,1732,602
North Dakota,Divide County,899,265
North Dakota,Dunn County,1945,338
North Dakota,Eddy County,851,382
North Dakota,Emmons County,1735,237
North Dakota,Foster County,1338,369
North Dakota,Golden Valley County,870,136
North Dakota,Grand Forks County,16963,12856
North Dakota,Grant County,1132,207
North Dakota,Griggs County,906,308
North Dakota,Hettinger County,1086,195
North Dakota,Kidder County,1206,221
North Dakota,LaMoure County,1633,526
North Dakota,Logan County,923,125
North Dakota,McHenry County,2345,559
North Dakota,McIntosh County,1147,259
North Dakota,McKenzie County,4476,813
North Dakota,McLean County,4169,1216
North Dakota,Mercer County,3850,703
North Dakota,Morton County,12234,3865
North Dakota,Mountrail County,2806,1251
North Dakota,Nelson County,1139,585
North Dakota,Oliver County,917,127
North Dakota,Pembina County,2435,783
North Dakota,Pierce County,1637,569
North Dakota,Ramsey County,3570,1636
North Dakota,Ransom County,1411,942
North Dakota,Renville County,1053,218
North Dakota,Richland County,5035,2495
North Dakota,Rolette County,1253,2475
North Dakota,Sargent County,1286,812
North Dakota,Sheridan County,688,104
North Dakota,Sioux County,257,804
North Dakota,Slope County,379,44
North Dakota,Stark County,12091,2490
North Dakota,Steele County,649,392
North Dakota,Stutsman County,6981,2670
North Dakota,Towner County,828,317
North Dakota,Traill County,2519,1491
North Dakota,Walsh County,3309,1329
North Dakota,Ward County,19921,7264
North Dakota,Wells County,1891,442
North Dakota,Williams County,11707,2157
Ohio,Adams County,9660,2130
Ohio,Allen County,32052,13611
Ohio,Ashland County,19002,6448
Ohio,Ashtabula County,26225,16207
Ohio,Athens County,10386,14047
Ohio,Auglaize County,20451,4583
Ohio,Belmont County,23092,9007
Ohio,Brown County,16032,4326
Ohio,Butler County,111722,67729
Ohio,Carroll County,10525,3206
Ohio,Champaign County,14086,4946
Ohio,Clark County,38217,23625
Ohio,Clermont County,73077,33505
Ohio,Clinton County,15061,4556
Ohio,Columbiana County,35124,13183
Ohio,Coshocton County,11982,4057
Ohio,Crawford County,15043,4831
Ohio,Cuyahoga County,195089,402315
Ohio,Darke County,21569,4668
Ohio,Defiance County,12778,5870
Ohio,Delaware County,65163,56961
Ohio,Erie County,21724,17142
Ohio,Fairfield County,49714,30634
Ohio,Fayette County,9220,2911
Ohio,Franklin County,203154,391584
Ohio,Fulton County,15396,6545
Ohio,Gallia County,10289,2911
Ohio,Geauga County,33581,20980
Ohio,Greene County,50937,34023
Ohio,Guernsey County,13077,4498
Ohio,Hamilton County,173015,238101
Ohio,Hancock County,25796,11535
Ohio,Hardin County,9698,3025
Ohio,Harrison County,5668,1742
Ohio,Henry County,10273,3995
Ohio,Highland County,15369,3741
Ohio,Hocking County,9554,3836
Ohio,Holmes County,10645,1981
Ohio,Huron County,18537,7643
Ohio,Jackson County,10804,3193
Ohio,Jefferson County,22309,9823
Ohio,Knox County,21825,8433
Ohio,Lake County,71615,54337
Ohio,Lawrence County,19759,7353
Ohio,Licking County,57965,32324
Ohio,Logan County,17625,4990
Ohio,Lorain County,76719,72792
Ohio,Lucas County,79628,111989
Ohio,Madison County,13445,5558
Ohio,Mahoning County,58601,56346
Ohio,Marion County,18526,8089
Ohio,Medina County,63451,39326
Ohio,Meigs County,8163,2452
Ohio,Mercer County,19145,3981
Ohio,Miami County,40531,15420
Ohio,Monroe County,5392,1597
Ohio,Montgomery County,126085,131592
Ohio,Morgan County,4932,1703
Ohio,Morrow County,13784,3988
Ohio,Muskingum County,27334,11755
Ohio,Noble County,5024,1156
Ohio,Ottawa County,14285,8847
Ohio,Paulding County,6927,2172
Ohio,Perry County,11959,4006
Ohio,Pickaway County,20059,7167
Ohio,Pike County,8872,3051
Ohio,Portage County,45034,34935
Ohio,Preble County,16697,4435
Ohio,Putnam County,16218,3152
Ohio,Richland County,40534,17231
Ohio,Ross County,21687,10345
Ohio,Sandusky County,18487,10391
Ohio,Scioto County,21926,8876
Ohio,Seneca County,16739,8147
Ohio,Shelby County,19988,4399
Ohio,Stark County,108610,74336
Ohio,Summit County,122023,148151
Ohio,Trumbull County,53756,43534
Ohio,Tuscarawas County,29519,12643
Ohio,Union County,21233,10985
Ohio,Van Wert County,11470,3026
Ohio,Vinton County,4525,1306
Ohio,Warren County,85069,45040
Ohio,Washington County,21798,9114
Ohio,Wayne County,33618,24040
Ohio,Williams County,13218,4726
Ohio,Wood County,34815,29797
Ohio,Wyandot County,8248,2690
Oklahoma,Adair County,5560,1382
Oklahoma,Alfalfa County,1978,231
Oklahoma,Atoka County,4543,761
Oklahoma,Beaver County,1964,190
Oklahoma,Beckham County,6753,1048
Oklahoma,Blaine County,3133,688
Oklahoma,Bryan County,12319,3317
Oklahoma,Caddo County,7006,2666
Oklahoma,Canadian County,43481,16729
Oklahoma,Carter County,14699,4470
Oklahoma,Cherokee County,11210,6023
Oklahoma,Choctaw County,4696,1081
Oklahoma,Cimarron County,966,70
Oklahoma,Cleveland County,66569,49754
Oklahoma,Coal County,2091,373
Oklahoma,Comanche County,20894,13743
Oklahoma,Cotton County,2117,393
Oklahoma,Craig County,4686,1217
Oklahoma,Creek County,23269,6570
Oklahoma,Custer County,8051,2365
Oklahoma,Delaware County,13532,3470
Oklahoma,Dewey County,2121,213
Oklahoma,Ellis County,1686,162
Oklahoma,Garfield County,16956,4915
Oklahoma,Garvin County,8863,1864
Oklahoma,Grady County,18499,4131
Oklahoma,Grant County,1916,280
Oklahoma,Greer County,1604,328
Oklahoma,Harmon County,747,177
Oklahoma,Harper County,1324,136
Oklahoma,Haskell County,4158,782
Oklahoma,Hughes County,3875,919
Oklahoma,Jackson County,6391,1645
Oklahoma,Jefferson County,2023,319
Oklahoma,Johnston County,3431,736
Oklahoma,Kay County,12829,4037
Oklahoma,Kingfisher County,5514,853
Oklahoma,Kiowa County,2667,699
Oklahoma,Latimer County,3435,762
Oklahoma,Le Flore County,15199,3296
Oklahoma,Lincoln County,11996,2607
Oklahoma,Logan County,15596,5452
Oklahoma,Love County,3301,711
Oklahoma,McClain County,15264,3581
Oklahoma,McCurtain County,9478,1856
Oklahoma,McIntosh County,6152,2024
Oklahoma,Major County,3082,320
Oklahoma,Marshall County,4887,1099
Oklahoma,Mayes County,12743,3580
Oklahoma,Murray County,4610,1156
Oklahoma,Muskogee County,16495,8013
Oklahoma,Noble County,3816,1000
Oklahoma,Nowata County,3610,712
Oklahoma,Okfuskee County,3046,889
Oklahoma,Oklahoma County,144916,141587
Oklahoma,Okmulgee County,9651,4352
Oklahoma,Osage County,14107,5998
Oklahoma,Ottawa County,8545,2684
Oklahoma,Pawnee County,5256,1362
Oklahoma,Payne County,17778,10881
Oklahoma,Pittsburg County,13829,3766
Oklahoma,Pontotoc County,10784,4116
Oklahoma,Pottawatomie County,20224,7274
Oklahoma,Pushmataha County,4015,668
Oklahoma,Roger Mills County,1626,168
Oklahoma,Rogers County,33988,9578
Oklahoma,Seminole County,6008,2150
Oklahoma,Sequoyah County,12113,3035
Oklahoma,Stephens County,15552,3151
Oklahoma,Texas County,4504,894
Oklahoma,Tillman County,2076,597
Oklahoma,Tulsa County,150266,108813
Oklahoma,Wagoner County,26058,8439
Oklahoma,Washington County,17069,5790
Oklahoma,Washita County,4078,596
Oklahoma,Woods County,2989,590
Oklahoma,Woodward County,6607,1005
Oregon,Baker County,7316,2332
Oregon,Benton County,14647,35438
Oregon,Clackamas County,96366,127239
Oregon,Clatsop County,9713,12295
Oregon,Columbia County,16779,13535
Oregon,Coos County,21488,14024
Oregon,Crook County,11103,3715
Oregon,Curry County,8441,6023
Oregon,Deschutes County,54183,64102
Oregon,Douglas County,42513,18780
Oregon,Gilliam County,830,323
Oregon,Grant County,3537,923
Oregon,Harney County,3465,890
Oregon,Hood River County,3858,8530
Oregon,Jackson County,63012,58386
Oregon,Jefferson County,7044,4306
Oregon,Josephine County,30954,17908
Oregon,Klamath County,25048,10260
Oregon,Lake County,3449,788
Oregon,Lane County,79208,132015
Oregon,Lincoln County,12336,17248
Oregon,Linn County,42708,25893
Oregon,Malheur County,8101,3202
Oregon,Marion County,77292,78537
Oregon,Morrow County,3557,1345
Oregon,Multnomah County,81476,361561
Oregon,Polk County,23259,22431
Oregon,Sherman County,914,257
Oregon,Tillamook County,8306,7956
Oregon,Umatilla County,21002,10499
Oregon,Union County,10247,4227
Oregon,Wallowa County,3390,1619
Oregon,Wasco County,6965,6467
Oregon,Washington County,97820,205848
Oregon,Wheeler County,710,216
Oregon,Yamhill County,27669,25418
Pennsylvania,Adams County,37009,17919
Pennsylvania,Allegheny County,268340,396767
Pennsylvania,Armstrong County,26105,7130
Pennsylvania,Beaver County,53886,37389
Pennsylvania,Bedford County,22529,4266
Pennsylvania,Berks County,105941,89530
Pennsylvania,Blair County,44714,17425
Pennsylvania,Bradford County,21185,7877
Pennsylvania,Bucks County,182742,198251
Pennsylvania,Butler County,73023,36534
Pennsylvania,Cambria County,47885,21614
Pennsylvania,Cameron County,1771,634
Pennsylvania,Carbon County,21607,10990
Pennsylvania,Centre County,36042,39718
Pennsylvania,Chester County,126446,177408
Pennsylvania,Clarion County,14363,4615
Pennsylvania,Clearfield County,28984,9598
Pennsylvania,Clinton County,11668,5406
Pennsylvania,Columbia County,19752,10289
Pennsylvania,Crawford County,27990,12584
Pennsylvania,Cumberland County,76149,61168
Pennsylvania,Dauphin County,65129,77387
Pennsylvania,Delaware County,115810,199618
Pennsylvania,Elk County,11993,4478
Pennsylvania,Erie County,65834,67265
Pennsylvania,Fayette County,39956,19486
Pennsylvania,Forest County,1864,715
Pennsylvania,Franklin County,56628,22040
Pennsylvania,Fulton County,6660,1068
Pennsylvania,Greene County,12436,4882
Pennsylvania,Huntingdon County,16937,5389
Pennsylvania,Indiana County,27832,12475
Pennsylvania,Jefferson County,17928,4498
Pennsylvania,Juniata County,9648,2253
Pennsylvania,Lackawanna County,51501,61124
Pennsylvania,Lancaster County,156938,112536
Pennsylvania,Lawrence County,29071,15557
Pennsylvania,Lebanon County,45907,23412
Pennsylvania,Lehigh County,82134,95539
Pennsylvania,Luzerne County,84649,62983
Pennsylvania,Lycoming County,40885,16722
Pennsylvania,McKean County,13892,5024
Pennsylvania,Mercer County,35282,20426
Pennsylvania,Mifflin County,16532,4560
Pennsylvania,Monroe County,37297,42102
Pennsylvania,Montgomery County,182907,313543
Pennsylvania,Montour County,5842,3768
Pennsylvania,Northampton County,82830,84145
Pennsylvania,Northumberland County,28412,12414
Pennsylvania,Perry County,17879,5704
Pennsylvania,Philadelphia County,125897,555833
Pennsylvania,Pike County,18979,12878
Pennsylvania,Potter County,7117,1686
Pennsylvania,Schuylkill County,48100,20425
Pennsylvania,Snyder County,13816,4848
Pennsylvania,Somerset County,31105,8543
Pennsylvania,Sullivan County,2622,921
Pennsylvania,Susquehanna County,14879,6084
Pennsylvania,Tioga County,15735,4953
Pennsylvania,Union County,12194,7322
Pennsylvania,Venango County,18286,7475
Pennsylvania,Warren County,14020,5987
Pennsylvania,Washington County,71375,44712
Pennsylvania,Wayne County,18466,9135
Pennsylvania,Westmoreland County,128304,70738
Pennsylvania,Wyoming County,9819,4642
Pennsylvania,York County,143260,85323
Rhode Island,East Providence,7832,14499
Rhode Island,Exeter,2004,1945
Rhode Island,Foster,1563,1197
Rhode Island,Glocester,3321,2579
Rhode Island,Hopkinton,2396,2271
Rhode Island,Jamestown,1193,2748
Rhode Island,Johnston,8126,6717
Rhode Island,Lincoln,5721,6492
Rhode Island,Little Compton,943,1500
Rhode Island,Middletown,2846,5406
Rhode Island,Barrington,2846,7597
Rhode Island,Narragansett,3526,5269
Rhode Island,Newport,2609,7631
Rhode Island,New Shoreham,189,723
Rhode Island,North Kingstown,6564,10096
Rhode Island,North Providence,7044,9283
Rhode Island,North Smithfield,3517,3454
Rhode Island,Pawtucket,7144,17626
Rhode Island,Portsmouth,3955,6529
Rhode Island,Providence,9993,45076
Rhode Island,Richmond,2318,2318
Rhode Island,Bristol,4521,6647
Rhode Island,Scituate,3780,2694
Rhode Island,Smithfield,5688,5482
Rhode Island,South Kingstown,4944,11051
Rhode Island,Tiverton,3986,5064
Rhode Island,Warren,2219,3457
Rhode Island,Warwick,19345,25491
Rhode Island,Westerly,5400,7051
Rhode Island,West Greenwich,2227,1646
Rhode Island,West Warwick,6427,7153
Rhode Island,Woonsocket,6185,7167
Rhode Island,Burrillville,4875,3395
Rhode Island,Central Falls,1068,2893
Rhode Island,Charlestown,2182,2874
Rhode Island,Coventry,10366,9027
Rhode Island,Cranston,17033,22397
Rhode Island,Cumberland,8329,10723
Rhode Island,East Greenwich,3196,5157
South Carolina,Abbeville County,9343,5106
South Carolina,Aiken County,51589,32275
South Carolina,Allendale County,835,2718
South Carolina,Anderson County,67565,27169
South Carolina,Bamberg County,2417,4010
South Carolina,Barnwell County,5492,4720
South Carolina,Beaufort County,52954,43231
South Carolina,Berkeley County,57397,45223
South Carolina,Calhoun County,4305,3905
South Carolina,Charleston County,93297,121485
South Carolina,Cherokee County,18043,6983
South Carolina,Chester County,8660,6941
South Carolina,Chesterfield County,11297,7431
South Carolina,Clarendon County,8361,8250
South Carolina,Colleton County,10440,8602
South Carolina,Darlington County,16832,15220
South Carolina,Dillon County,6582,6436
South Carolina,Dorchester County,41913,33824
South Carolina,Edgefield County,8184,4953
South Carolina,Fairfield County,4625,7382
South Carolina,Florence County,32605,31149
South Carolina,Georgetown County,20487,15822
South Carolina,Greenville County,150021,103030
South Carolina,Greenwood County,19431,12145
South Carolina,Hampton County,3905,5322
South Carolina,Horry County,118821,59180
South Carolina,Jasper County,7065,7162
South Carolina,Kershaw County,20471,12699
South Carolina,Lancaster County,30312,18937
South Carolina,Laurens County,20004,10159
South Carolina,Lee County,3008,5329
South Carolina,Lexington County,92817,49301
South Carolina,McCormick County,2958,2687
South Carolina,Marion County,5711,8872
South Carolina,Marlboro County,5044,6290
South Carolina,Newberry County,11443,6958
South Carolina,Oconee County,29698,10414
South Carolina,Orangeburg County,13603,27295
South Carolina,Pickens County,42907,13645
South Carolina,Richland County,58313,132570
South Carolina,Saluda County,6210,2963
South Carolina,Spartanburg County,93560,52926
South Carolina,Sumter County,21000,27379
South Carolina,Union County,8183,4935
South Carolina,Williamsburg County,5532,10289
South Carolina,York County,80501,58094
South Dakota,Aurora County,1052,317
South Dakota,Beadle County,4808,2107
South Dakota,Bennett County,694,466
South Dakota,Bon Homme County,2235,721
South Dakota,Brookings County,8000,6110
South Dakota,Brown County,10580,6538
South Dakota,Brule County,1750,673
South Dakota,Buffalo County,183,352
South Dakota,Butte County,3731,939
South Dakota,Campbell County,747,117
South Dakota,Charles Mix County,2552,1177
South Dakota,Clark County,1373,437
South Dakota,Clay County,2456,3083
South Dakota,Codington County,8958,3837
South Dakota,Corson County,647,622
South Dakota,Custer County,3852,1522
South Dakota,Davison County,5613,2648
South Dakota,Day County,1869,1052
South Dakota,Deuel County,1699,609
South Dakota,Dewey County,790,1131
South Dakota,Douglas County,1468,216
South Dakota,Edmunds County,1538,417
South Dakota,Fall River County,2878,1053
South Dakota,Faulk County,964,198
South Dakota,Grant County,2618,1056
South Dakota,Gregory County,1772,455
South Dakota,Haakon County,1026,105
South Dakota,Hamlin County,2372,647
South Dakota,Hand County,1433,373
South Dakota,Hanson County,1793,557
South Dakota,Harding County,748,49
South Dakota,Hughes County,5522,2953
South Dakota,Hutchinson County,2944,762
South Dakota,Hyde County,564,136
South Dakota,Jackson County,738,359
South Dakota,Jerauld County,721,270
South Dakota,Jones County,498,90
South Dakota,Kingsbury County,1904,819
South Dakota,Lake County,3681,2068
South Dakota,Lawrence County,8753,4537
South Dakota,Lincoln County,19676,11981
South Dakota,Lyman County,1042,525
South Dakota,McCook County,2068,769
South Dakota,McPherson County,1075,222
South Dakota,Marshall County,1287,858
South Dakota,Meade County,9875,3285
South Dakota,Mellette County,449,298
South Dakota,Miner County,787,320
South Dakota,Minnehaha County,49249,40482
South Dakota,Moody County,1951,1179
South Dakota,Oglala Lakota County,297,2829
South Dakota,Pennington County,35063,20606
South Dakota,Perkins County,1401,239
South Dakota,Potter County,1139,227
South Dakota,Roberts County,2404,1828
South Dakota,Sanborn County,905,257
South Dakota,Spink County,2104,998
South Dakota,Stanley County,1203,421
South Dakota,Sully County,726,185
South Dakota,Todd County,532,1963
South Dakota,Tripp County,2161,495
South Dakota,Turner County,3290,1139
South Dakota,Union County,5949,2729
South Dakota,Walworth County,1966,565
South Dakota,Yankton County,6581,4016
South Dakota,Ziebach County,404,481
Tennessee,Anderson County,23163,11733
Tennessee,Bedford County,14317,4443
Tennessee,Benton County,5661,1526
Tennessee,Bledsoe County,4725,971
Tennessee,Blount County,47195,17834
Tennessee,Bradley County,35194,9849
Tennessee,Campbell County,12330,2438
Tennessee,Cannon County,5190,1261
Tennessee,Carroll County,9194,2558
Tennessee,Carter County,19873,4613
Tennessee,Cheatham County,14328,5457
Tennessee,Chester County,5951,1411
Tennessee,Claiborne County,10598,2201
Tennessee,Clay County,2733,735
Tennessee,Cocke County,12182,2524
Tennessee,Coffee County,17863,5704
Tennessee,Crockett County,4673,1382
Tennessee,Cumberland County,25167,6728
Tennessee,Davidson County,99415,197846
Tennessee,Decatur County,4229,904
Tennessee,DeKalb County,6663,1747
Tennessee,Dickson County,17619,6098
Tennessee,Dyer County,11766,3157
Tennessee,Fayette County,15661,7000
Tennessee,Fentress County,7403,1210
Tennessee,Franklin County,13977,4863
Tennessee,Gibson County,16245,5764
Tennessee,Giles County,9783,3298
Tennessee,Grainger County,8559,1463
Tennessee,Greene County,22185,5183
Tennessee,Grundy County,4795,985
Tennessee,Hamblen County,18789,5497
Tennessee,Hamilton County,91991,75360
Tennessee,Hancock County,2372,362
Tennessee,Hardeman County,5760,4180
Tennessee,Hardin County,9556,1774
Tennessee,Hawkins County,20372,4069
Tennessee,Haywood County,3338,4000
Tennessee,Henderson County,9797,2092
Tennessee,Henry County,11230,3547
Tennessee,Hickman County,7577,2130
Tennessee,Houston County,2715,869
Tennessee,Humphreys County,6116,2017
Tennessee,Jackson County,4106,1133
Tennessee,Jefferson County,18609,4645
Tennessee,Johnson County,6466,1242
Tennessee,Knox County,124339,91097
Tennessee,Lake County,1492,526
Tennessee,Lauderdale County,5672,3193
Tennessee,Lawrence County,15334,3195
Tennessee,Lewis County,4473,1068
Tennessee,Lincoln County,12258,2909
Tennessee,Loudon County,21684,6933
Tennessee,McMinn County,18175,4357
Tennessee,McNairy County,9085,1943
Tennessee,Macon County,8095,1307
Tennessee,Madison County,23922,18309
Tennessee,Marion County,9873,3165
Tennessee,Marshall County,11029,3603
Tennessee,Maury County,31408,14386
Tennessee,Meigs County,4464,1008
Tennessee,Monroe County,16742,3760
Tennessee,Montgomery County,42156,32426
Tennessee,Moore County,2888,573
Tennessee,Morgan County,6926,1161
Tennessee,Obion County,10790,2589
Tennessee,Overton County,7911,2028
Tennessee,Perry County,2775,615
Tennessee,Pickett County,2373,524
Tennessee,Polk County,6792,1492
Tennessee,Putnam County,23694,9154
Tennessee,Rhea County,11031,2363
Tennessee,Roane County,19195,6034
Tennessee,Robertson County,24535,8690
Tennessee,Rutherford County,81344,59177
Tennessee,Scott County,8004,986
Tennessee,Sequatchie County,5846,1295
Tennessee,Sevier County,33742,8695
Tennessee,Shelby County,129543,245208
Tennessee,Smith County,7124,1798
Tennessee,Stewart County,4942,1230
Tennessee,Sullivan County,55774,17226
Tennessee,Sumner County,63404,27630
Tennessee,Tipton County,20063,6832
Tennessee,Trousdale County,2930,1011
Tennessee,Unicoi County,6593,1610
Tennessee,Union County,6777,1248
Tennessee,Van Buren County,2338,544
Tennessee,Warren County,12323,4126
Tennessee,Washington County,40120,18214
Tennessee,Wayne County,5795,820
Tennessee,Weakley County,10382,3011
Tennessee,White County,9587,2134
Tennessee,Williamson County,86469,50161
Tennessee,Wilson County,50149,22197
Texas,Anderson County,15062,3934
Texas,Andrews County,4937,849
