"county","fips","candidate","state","pct_report","votes","total_votes","pct","lead"
"Jefferson Davis Parish","22053","Donald Trump","LA",1,10775,14277,0.75471037332773,"Donald Trump"
"Jefferson Davis Parish","22053","Hillary Clinton","LA",1,3080,14277,0.215731596273727,"Donald Trump"
"Marion County","45067","Hillary Clinton","SC",1,8522,14217,0.599423225715693,"Hillary Clinton"
"Marion County","45067","Donald Trump","SC",1,5434,14217,0.382218470844763,"Hillary Clinton"
"Jasper County","45053","Hillary Clinton","SC",1,7789,14216,0.54790377039955,"Hillary Clinton"
"Jasper County","45053","Donald Trump","SC",1,6100,14216,0.429093978615644,"Hillary Clinton"
"Teller County","8119","Donald Trump","CO",1,9580,14203,0.674505386186017,"Donald Trump"
"Teller County","8119","Hillary Clinton","CO",1,3547,14203,0.249735971273675,"Donald Trump"
"Chester County","45023","Donald Trump","SC",1,7272,14202,0.512040557667934,"Donald Trump"
"Chester County","45023","Hillary Clinton","SC",1,6582,14202,0.463455851288551,"Donald Trump"
"Vernon County","55123","Donald Trump","WI",1,6994,14193,0.492778130064116,"Donald Trump"
"Vernon County","55123","Hillary Clinton","WI",1,6351,14193,0.447474106954132,"Donald Trump"
"Caroline County","51033","Donald Trump","VA",1,7143,14189,0.503418140813306,"Donald Trump"
"Caroline County","51033","Hillary Clinton","VA",1,6425,14189,0.452815561350342,"Donald Trump"
"Sheridan County","56033","Donald Trump","WY",1,10266,14187,0.723620215690421,"Donald Trump"
"Sheridan County","56033","Hillary Clinton","WY",1,2926,14187,0.206245154014238,"Donald Trump"
"Polk County","13233","Donald Trump","GA",1,11006,14158,0.777369684983755,"Donald Trump"
"Polk County","13233","Hillary Clinton","GA",1,2863,14158,0.202217827376748,"Donald Trump"
"Cass County","18017","Donald Trump","IN",1,9697,14135,0.686027591085957,"Donald Trump"
"Cass County","18017","Hillary Clinton","IN",1,3758,14135,0.265864874425186,"Donald Trump"
"Lee County","13177","Donald Trump","GA",1,10641,14106,0.754359846873671,"Donald Trump"
"Lee County","13177","Hillary Clinton","GA",1,3166,14106,0.22444349922019,"Donald Trump"
"Platte County","31141","Donald Trump","NE",1,10864,14047,0.773403573716808,"Donald Trump"
"Platte County","31141","Hillary Clinton","NE",1,2612,14047,0.185947177333238,"Donald Trump"
"Dorchester County","24019","Donald Trump","MD",1,7938,14034,0.565626336041043,"Donald Trump"
"Dorchester County","24019","Hillary Clinton","MD",1,5695,14034,0.405800199515462,"Donald Trump"
"Randolph County","17157","Donald Trump","IL",1,9992,14032,0.712086659064994,"Donald Trump"
"Randolph County","17157","Hillary Clinton","IL",1,3421,14032,0.243799885974914,"Donald Trump"
"Lincoln County","40081","Donald Trump","OK",1,10838,14001,0.774087565173916,"Donald Trump"
"Lincoln County","40081","Hillary Clinton","OK",1,2423,14001,0.173059067209485,"Donald Trump"
"Boone County","19015","Donald Trump","IA",1,7458,13984,0.533323798627002,"Donald Trump"
"Boone County","19015","Hillary Clinton","IA",1,5517,13984,0.394522311212815,"Donald Trump"
"Greenbrier County","54025","Donald Trump","WV",1,9499,13984,0.679276315789474,"Donald Trump"
"Greenbrier County","54025","Hillary Clinton","WV",1,3743,13984,0.267663043478261,"Donald Trump"
"Pickens County","13227","Donald Trump","GA",1,11651,13982,0.833285652982406,"Donald Trump"
"Pickens County","13227","Hillary Clinton","GA",1,1977,13982,0.141396080675154,"Donald Trump"
"Madison County","31119","Donald Trump","NE",1,10518,13956,0.753654342218401,"Donald Trump"
"Madison County","31119","Hillary Clinton","NE",1,2663,13956,0.190813986815706,"Donald Trump"
"Brown County","48049","Donald Trump","TX",1,12010,13949,0.860993619614309,"Donald Trump"
"Brown County","48049","Hillary Clinton","TX",1,1621,13949,0.11620904724353,"Donald Trump"
"Goochland County","51075","Donald Trump","VA",1,8374,13930,0.601148600143575,"Donald Trump"
"Goochland County","51075","Hillary Clinton","VA",1,4884,13930,0.350610193826274,"Donald Trump"
"Okmulgee County","40111","Donald Trump","OK",1,8926,13924,0.641051422005171,"Donald Trump"
"Okmulgee County","40111","Hillary Clinton","OK",1,4379,13924,0.314492961792588,"Donald Trump"
"Coffee County","13069","Donald Trump","GA",1,9575,13896,0.689047207829591,"Donald Trump"
"Coffee County","13069","Hillary Clinton","GA",1,4090,13896,0.294329303396661,"Donald Trump"
"Scotts Bluff County","31157","Donald Trump","NE",1,9952,13895,0.716228859301907,"Donald Trump"
"Scotts Bluff County","31157","Hillary Clinton","NE",1,3151,13895,0.226772220223102,"Donald Trump"
"Cherokee County","37039","Donald Trump","NC",1,10711,13860,0.772799422799423,"Donald Trump"
"Cherokee County","37039","Hillary Clinton","NC",1,2809,13860,0.202669552669553,"Donald Trump"
"Elk County","42047","Donald Trump","PA",1,9704,13854,0.700447524180742,"Donald Trump"
"Elk County","42047","Hillary Clinton","PA",1,3637,13854,0.262523458928829,"Donald Trump"
"Erath County","48143","Donald Trump","TX",1,11205,13810,0.811368573497466,"Donald Trump"
"Erath County","48143","Hillary Clinton","TX",1,2159,13810,0.156335988414193,"Donald Trump"
"Chambers County","1017","Donald Trump","AL",1,7803,13778,0.566337639715488,"Donald Trump"
"Chambers County","1017","Hillary Clinton","AL",1,5763,13778,0.418275511685295,"Donald Trump"
"Bryan County","40013","Donald Trump","OK",1,10449,13775,0.758548094373866,"Donald Trump"
"Bryan County","40013","Hillary Clinton","OK",1,2793,13775,0.202758620689655,"Donald Trump"
"Routt County","8107","Hillary Clinton","CO",1,7487,13772,0.543639268080163,"Hillary Clinton"
"Routt County","8107","Donald Trump","CO",1,5149,13772,0.373874528027883,"Hillary Clinton"
"Whitley County","21235","Donald Trump","KY",1,11312,13769,0.821555668530757,"Donald Trump"
"Whitley County","21235","Hillary Clinton","KY",1,2067,13769,0.150119834410633,"Donald Trump"
"Kittitas County","53037","Donald Trump","WA",0.6364,7530,13766,0.546999854714514,"Donald Trump"
"Kittitas County","53037","Hillary Clinton","WA",0.6364,5452,13766,0.396048234781345,"Donald Trump"
"Greene County","18055","Donald Trump","IN",1,10275,13763,0.746566882220446,"Donald Trump"
"Greene County","18055","Hillary Clinton","IN",1,2929,13763,0.212816973043668,"Donald Trump"
"Scotland County","37165","Hillary Clinton","NC",1,7279,13743,0.529651458924543,"Hillary Clinton"
"Scotland County","37165","Donald Trump","NC",1,6212,13743,0.452011933347886,"Hillary Clinton"
"Pine County","27115","Donald Trump","MN",1,8191,13729,0.596620292810838,"Donald Trump"
"Pine County","27115","Hillary Clinton","MN",1,4580,13729,0.333600407895695,"Donald Trump"
"Petersburg city","51730","Hillary Clinton","VA",1,12005,13717,0.875191368375009,"Hillary Clinton"
"Petersburg city","51730","Donald Trump","VA",1,1448,13717,0.105562440766932,"Hillary Clinton"
"Polk County","29167","Donald Trump","MO",1,10435,13709,0.761178787657743,"Donald Trump"
"Polk County","29167","Hillary Clinton","MO",1,2630,13709,0.191844773506456,"Donald Trump"
"Benton County","19011","Donald Trump","IA",1,8226,13690,0.600876552227904,"Donald Trump"
"Benton County","19011","Hillary Clinton","IA",1,4672,13690,0.34127100073046,"Donald Trump"
"Henry County","39069","Donald Trump","OH",1,9136,13671,0.668275912515544,"Donald Trump"
"Henry County","39069","Hillary Clinton","OH",1,3690,13671,0.269914417379855,"Donald Trump"
"Brown County","27015","Donald Trump","MN",1,8708,13663,0.637341725828881,"Donald Trump"
"Brown County","27015","Hillary Clinton","MN",1,3763,13663,0.275415355339237,"Donald Trump"
"Cheboygan County","26031","Donald Trump","MI",1,8680,13647,0.636037224298381,"Donald Trump"
"Cheboygan County","26031","Hillary Clinton","MI",1,4302,13647,0.315234117388437,"Donald Trump"
"Okeechobee County","12093","Donald Trump","FL",1,9342,13632,0.685299295774648,"Donald Trump"
"Okeechobee County","12093","Hillary Clinton","FL",1,3953,13632,0.289979460093897,"Donald Trump"
"Atascosa County","48013","Donald Trump","TX",1,8598,13605,0.631973539140022,"Donald Trump"
"Atascosa County","48013","Hillary Clinton","TX",1,4635,13605,0.340683572216097,"Donald Trump"
"Independence County","5063","Donald Trump","AR",1,9925,13598,0.729886748051184,"Donald Trump"
"Independence County","5063","Hillary Clinton","AR",1,2878,13598,0.211648771878217,"Donald Trump"
"Colquitt County","13071","Donald Trump","GA",1,9892,13592,0.727781047675103,"Donald Trump"
"Colquitt County","13071","Hillary Clinton","GA",1,3460,13592,0.254561506768687,"Donald Trump"
"Maverick County","48323","Hillary Clinton","TX",1,10397,13588,0.76516043567854,"Hillary Clinton"
"Maverick County","48323","Donald Trump","TX",1,2816,13588,0.207241683838681,"Hillary Clinton"
"Carroll County","51035","Donald Trump","VA",1,10653,13587,0.784058291013469,"Donald Trump"
"Carroll County","51035","Hillary Clinton","VA",1,2557,13587,0.188194597777287,"Donald Trump"
"Van Wert County","39161","Donald Trump","OH",1,10328,13584,0.760306242638398,"Donald Trump"
"Van Wert County","39161","Hillary Clinton","OH",1,2667,13584,0.196333922261484,"Donald Trump"
"Trempealeau County","55121","Donald Trump","WI",1,7370,13581,0.542669906487004,"Donald Trump"
"Trempealeau County","55121","Hillary Clinton","WI",1,5645,13581,0.41565422281128,"Donald Trump"
"Antrim County","26009","Donald Trump","MI",1,8469,13572,0.624005305039788,"Donald Trump"
"Antrim County","26009","Hillary Clinton","MI",1,4448,13572,0.327733569112879,"Donald Trump"
"Warren County","47177","Donald Trump","TN",1,9535,13565,0.702911905639513,"Donald Trump"
"Warren County","47177","Hillary Clinton","TN",1,3535,13565,0.260597124953926,"Donald Trump"
"Woodford County","21239","Donald Trump","KY",1,7697,13560,0.567625368731563,"Donald Trump"
"Woodford County","21239","Hillary Clinton","KY",1,4958,13560,0.365634218289086,"Donald Trump"
"Clark County","55019","Donald Trump","WI",1,8645,13548,0.638101564806614,"Donald Trump"
"Clark County","55019","Hillary Clinton","WI",1,4225,13548,0.311854148213759,"Donald Trump"
"Dinwiddie County","51053","Donald Trump","VA",1,7447,13533,0.550284489765758,"Donald Trump"
"Dinwiddie County","51053","Hillary Clinton","VA",1,5765,13533,0.425995714180152,"Donald Trump"
"De Soto Parish","22031","Donald Trump","LA",1,8067,13497,0.597688375194488,"Donald Trump"
"De Soto Parish","22031","Hillary Clinton","LA",1,5163,13497,0.382529450989109,"Donald Trump"
"Fluvanna County","51065","Donald Trump","VA",1,7018,13492,0.520160094871035,"Donald Trump"
"Fluvanna County","51065","Hillary Clinton","VA",1,5751,13492,0.426252594129855,"Donald Trump"
"Hopkins County","48223","Donald Trump","TX",1,10704,13476,0.794300979519145,"Donald Trump"
"Hopkins County","48223","Hillary Clinton","TX",1,2508,13476,0.186108637577916,"Donald Trump"
"Val Verde County","48465","Hillary Clinton","TX",1,6920,13476,0.513505491243692,"Hillary Clinton"
"Val Verde County","48465","Donald Trump","TX",1,5856,13476,0.434550311665183,"Hillary Clinton"
"Orange County","50017","Hillary Clinton","VT",1,7522,13464,0.558674985145573,"Hillary Clinton"
"Orange County","50017","Donald Trump","VT",1,4997,13464,0.371137849079026,"Hillary Clinton"
"Jefferson County","18077","Donald Trump","IN",1,8538,13461,0.634276799643414,"Donald Trump"
"Jefferson County","18077","Hillary Clinton","IN",1,4325,13461,0.321298566228363,"Donald Trump"
"Vilas County","55125","Donald Trump","WI",1,8169,13453,0.60722515424069,"Donald Trump"
"Vilas County","55125","Hillary Clinton","WI",1,4769,13453,0.354493421541664,"Donald Trump"
"Pulaski County","29169","Donald Trump","MO",0.8889,9870,13443,0.734211113590716,"Donald Trump"
"Pulaski County","29169","Hillary Clinton","MO",0.8889,2918,13443,0.217064643308785,"Donald Trump"
"Miami County","18103","Donald Trump","IN",1,9975,13440,0.7421875,"Donald Trump"
"Miami County","18103","Hillary Clinton","IN",1,2766,13440,0.205803571428571,"Donald Trump"
"Wabash County","18169","Donald Trump","IN",1,9819,13415,0.731941856131196,"Donald Trump"
"Wabash County","18169","Hillary Clinton","IN",1,3018,13415,0.224972046216921,"Donald Trump"
"Clare County","26035","Donald Trump","MI",1,8507,13385,0.635562196488607,"Donald Trump"
"Clare County","26035","Hillary Clinton","MI",1,4250,13385,0.317519611505417,"Donald Trump"
"Jasper County","48241","Donald Trump","TX",1,10578,13351,0.792300202232043,"Donald Trump"
"Jasper County","48241","Hillary Clinton","TX",1,2582,13351,0.193393753276908,"Donald Trump"
"Bremer County","19017","Donald Trump","IA",1,7199,13350,0.539250936329588,"Donald Trump"
"Bremer County","19017","Hillary Clinton","IA",1,5349,13350,0.400674157303371,"Donald Trump"
"Iosco County","26069","Donald Trump","MI",1,8344,13349,0.625065547981122,"Donald Trump"
"Iosco County","26069","Hillary Clinton","MI",1,4344,13349,0.325417634279721,"Donald Trump"
"Jasper County","18073","Donald Trump","IN",1,9382,13331,0.703773160303053,"Donald Trump"
"Jasper County","18073","Hillary Clinton","IN",1,3329,13331,0.249718700772635,"Donald Trump"
"Dyer County","47045","Donald Trump","TN",1,10175,13290,0.76561324303988,"Donald Trump"
"Dyer County","47045","Hillary Clinton","TN",1,2815,13290,0.211813393528969,"Donald Trump"
"Caroline County","24011","Donald Trump","MD",1,8999,13282,0.677533503990363,"Donald Trump"
"Caroline County","24011","Hillary Clinton","MD",1,3747,13282,0.282111127842192,"Donald Trump"
"Stoddard County","29207","Donald Trump","MO",1,11077,13278,0.834237083898177,"Donald Trump"
"Stoddard County","29207","Hillary Clinton","MO",1,1873,13278,0.14106040066275,"Donald Trump"
"Lincoln County","47103","Donald Trump","TN",1,10375,13270,0.781838733986436,"Donald Trump"
"Lincoln County","47103","Hillary Clinton","TN",1,2550,13270,0.19216277317257,"Donald Trump"
"Tillamook County","41057","Donald Trump","OR",1,6486,13261,0.489103385868336,"Donald Trump"
"Tillamook County","41057","Hillary Clinton","OR",1,5701,13261,0.429907246813966,"Donald Trump"
"Wythe County","51197","Donald Trump","VA",1,10044,13250,0.758037735849057,"Donald Trump"
"Wythe County","51197","Hillary Clinton","VA",1,2765,13250,0.208679245283019,"Donald Trump"
"Jackson County","39079","Donald Trump","OH",1,9618,13239,0.726489916156809,"Donald Trump"
"Jackson County","39079","Hillary Clinton","OH",1,3142,13239,0.237329103406602,"Donald Trump"
"Adams County","31001","Donald Trump","NE",1,9205,13172,0.698830853325235,"Donald Trump"
"Adams County","31001","Hillary Clinton","NE",1,3272,13172,0.248405709079866,"Donald Trump"
"Ashe County","37009","Donald Trump","NC",1,9353,13160,0.710714285714286,"Donald Trump"
"Ashe County","37009","Hillary Clinton","NC",1,3476,13160,0.264133738601824,"Donald Trump"
"Dickinson County","26043","Donald Trump","MI",1,8580,13140,0.65296803652968,"Donald Trump"
"Dickinson County","26043","Hillary Clinton","MI",1,3923,13140,0.29855403348554,"Donald Trump"
"Wells County","18179","Donald Trump","IN",1,9999,13123,0.761944677284158,"Donald Trump"
"Wells County","18179","Hillary Clinton","IN",1,2585,13123,0.196982397317686,"Donald Trump"
"Gillespie County","48171","Donald Trump","TX",1,10445,13123,0.795930808504153,"Donald Trump"
"Gillespie County","48171","Hillary Clinton","TX",1,2286,13123,0.174197973024461,"Donald Trump"
"Marshall County","54051","Donald Trump","WV",1,9565,13083,0.731101429335779,"Donald Trump"
"Marshall County","54051","Hillary Clinton","WV",1,2894,13083,0.221203087976764,"Donald Trump"
"Mississippi County","5093","Donald Trump","AR",1,6988,13075,0.534455066921606,"Donald Trump"
"Mississippi County","5093","Hillary Clinton","AR",1,5621,13075,0.429904397705545,"Donald Trump"
"Plymouth County","19149","Donald Trump","IA",1,9659,13057,0.739756452477598,"Donald Trump"
"Plymouth County","19149","Hillary Clinton","IA",1,2878,13057,0.220418166500728,"Donald Trump"
"Muhlenberg County","21177","Donald Trump","KY",1,9393,13054,0.719549563352229,"Donald Trump"
"Muhlenberg County","21177","Hillary Clinton","KY",1,3272,13054,0.250651141412594,"Donald Trump"
"Lake County","6033","Hillary Clinton","CA",1,6240,13045,0.478344193177463,"Hillary Clinton"
"Lake County","6033","Donald Trump","CA",1,5752,13045,0.440935224223841,"Hillary Clinton"
"Adams County","18001","Donald Trump","IN",1,9642,13039,0.739473886034205,"Donald Trump"
"Adams County","18001","Hillary Clinton","IN",1,2802,13039,0.214893780197868,"Donald Trump"
"Roscommon County","26143","Donald Trump","MI",1,8141,13036,0.624501380791654,"Donald Trump"
"Roscommon County","26143","Hillary Clinton","MI",1,4287,13036,0.328858545566125,"Donald Trump"
"Pike County","1109","Donald Trump","AL",1,7681,13025,0.589712092130518,"Donald Trump"
"Pike County","1109","Hillary Clinton","AL",1,5039,13025,0.386871401151631,"Donald Trump"
"Caledonia County","50005","Hillary Clinton","VT",1,6445,12966,0.49706925805954,"Hillary Clinton"
"Caledonia County","50005","Donald Trump","VT",1,5533,12966,0.426731451488508,"Hillary Clinton"
"Mille Lacs County","27095","Donald Trump","MN",1,8340,12948,0.644114921223355,"Donald Trump"
"Mille Lacs County","27095","Hillary Clinton","MN",1,3709,12948,0.286453506333024,"Donald Trump"
"Lake County","30047","Donald Trump","MT",1,7453,12939,0.576010510858644,"Donald Trump"
"Lake County","30047","Hillary Clinton","MT",1,4703,12939,0.363474766210681,"Donald Trump"
"Boyle County","21021","Donald Trump","KY",1,8040,12938,0.621425258927191,"Donald Trump"
"Boyle County","21021","Hillary Clinton","KY",1,4281,12938,0.330885762869068,"Donald Trump"
"Clarke County","1025","Donald Trump","AL",1,7109,12936,0.549551638837353,"Donald Trump"
"Clarke County","1025","Hillary Clinton","AL",1,5712,12936,0.441558441558442,"Donald Trump"
"Iroquois County","17075","Donald Trump","IL",1,9728,12923,0.752766385514199,"Donald Trump"
"Iroquois County","17075","Hillary Clinton","IL",1,2496,12923,0.193144006809564,"Donald Trump"
"Marion County","1093","Donald Trump","AL",1,11273,12912,0.873063816604709,"Donald Trump"
"Marion County","1093","Hillary Clinton","AL",1,1432,12912,0.11090458488228,"Donald Trump"
"McDonough County","17109","Donald Trump","IL",1,6789,12910,0.525871417505809,"Donald Trump"
"McDonough County","17109","Hillary Clinton","IL",1,5278,12910,0.408830364058869,"Donald Trump"
"Hill County","48217","Donald Trump","TX",1,10075,12906,0.780644661397799,"Donald Trump"
"Hill County","48217","Hillary Clinton","TX",1,2535,12906,0.196420269642027,"Donald Trump"
"Garrett County","24023","Donald Trump","MD",1,10189,12905,0.789538938395971,"Donald Trump"
"Garrett County","24023","Hillary Clinton","MD",1,2252,12905,0.174506005424254,"Donald Trump"
"Marion County","29127","Donald Trump","MO",1,9418,12902,0.729964346612928,"Donald Trump"
"Marion County","29127","Hillary Clinton","MO",1,2993,12902,0.231979538056115,"Donald Trump"
"Henry County","47079","Donald Trump","TN",1,9483,12887,0.735857841235353,"Donald Trump"
"Henry County","47079","Hillary Clinton","TN",1,3061,12887,0.237526189182898,"Donald Trump"
"Bolivar County","28011","Hillary Clinton","MS",1,8410,12831,0.655443846933209,"Hillary Clinton"
"Bolivar County","28011","Donald Trump","MS",1,4251,12831,0.331306990881459,"Hillary Clinton"
"Montgomery County","17135","Donald Trump","IL",1,8616,12829,0.67160339855016,"Donald Trump"
"Montgomery County","17135","Hillary Clinton","IL",1,3490,12829,0.272039909579858,"Donald Trump"
"Smyth County","51173","Donald Trump","VA",1,9747,12825,0.76,"Donald Trump"
"Smyth County","51173","Hillary Clinton","VA",1,2661,12825,0.207485380116959,"Donald Trump"
"Carroll County","39019","Donald Trump","OH",1,9067,12807,0.707972202701648,"Donald Trump"
"Carroll County","39019","Hillary Clinton","OH",1,3124,12807,0.243929101272741,"Donald Trump"
"Tift County","13277","Donald Trump","GA",1,8680,12796,0.678336980306346,"Donald Trump"
"Tift County","13277","Hillary Clinton","GA",1,3892,12796,0.304157549234136,"Donald Trump"
"Ripley County","18137","Donald Trump","IN",1,9806,12790,0.766692728694292,"Donald Trump"
"Ripley County","18137","Hillary Clinton","IN",1,2471,12790,0.193197810789679,"Donald Trump"
"Seneca County","36099","Donald Trump","NY",1,6719,12727,0.527932741415888,"Donald Trump"
"Seneca County","36099","Hillary Clinton","NY",1,5175,12727,0.406615856054058,"Donald Trump"
"Uintah County","49047","Donald Trump","UT",1,9745,12714,0.766477898379739,"Donald Trump"
"Uintah County","49047","Hillary Clinton","UT",1,988,12714,0.0777096114519427,"Donald Trump"
"Gilmer County","13123","Donald Trump","GA",1,10465,12713,0.823173129867065,"Donald Trump"
"Gilmer County","13123","Hillary Clinton","GA",1,1955,12713,0.153779595689452,"Donald Trump"
"Grant County","35017","Hillary Clinton","NM",1,6226,12713,0.48973491701408,"Hillary Clinton"
"Grant County","35017","Donald Trump","NM",1,5251,12713,0.413041768268701,"Hillary Clinton"
"West Baton Rouge Parish","22121","Donald Trump","LA",1,6926,12710,0.54492525570417,"Donald Trump"
"West Baton Rouge Parish","22121","Hillary Clinton","LA",1,5382,12710,0.423446105428796,"Donald Trump"
"Montezuma County","8083","Donald Trump","CO",1,7771,12706,0.61160081851094,"Donald Trump"
"Montezuma County","8083","Hillary Clinton","CO",1,3920,12706,0.30851566189202,"Donald Trump"
"Brookings County","46011","Donald Trump","SD",1,6748,12680,0.53217665615142,"Donald Trump"
"Brookings County","46011","Hillary Clinton","SD",1,4879,12680,0.384779179810726,"Donald Trump"
"Monroe County","13207","Donald Trump","GA",1,8821,12675,0.695936883629191,"Donald Trump"
"Monroe County","13207","Hillary Clinton","GA",1,3570,12675,0.281656804733728,"Donald Trump"
"Schoharie County","36095","Donald Trump","NY",1,8173,12673,0.644914384912807,"Donald Trump"
"Schoharie County","36095","Hillary Clinton","NY",1,3777,12673,0.298035192929851,"Donald Trump"
"Stevens County","53065","Donald Trump","WA",0.5333,8463,12658,0.668589034602623,"Donald Trump"
"Stevens County","53065","Hillary Clinton","WA",0.5333,3477,12658,0.274687944382999,"Donald Trump"
"Hancock County","54029","Donald Trump","WV",1,8870,12642,0.701629489004904,"Donald Trump"
"Hancock County","54029","Hillary Clinton","WV",1,3247,12642,0.256842271792438,"Donald Trump"
"Baker County","12003","Donald Trump","FL",1,10294,12634,0.814785499445939,"Donald Trump"
"Baker County","12003","Hillary Clinton","FL",1,2112,12634,0.167167959474434,"Donald Trump"
"Preston County","54077","Donald Trump","WV",1,9501,12611,0.75338989770835,"Donald Trump"
"Preston County","54077","Hillary Clinton","WV",1,2462,12611,0.195226389659821,"Donald Trump"
"Cass County","31025","Donald Trump","NE",1,8388,12609,0.665239114917916,"Donald Trump"
"Cass County","31025","Hillary Clinton","NE",1,3461,12609,0.274486477912602,"Donald Trump"
"Manistee County","26101","Donald Trump","MI",1,6915,12598,0.548896650261946,"Donald Trump"
"Manistee County","26101","Hillary Clinton","MI",1,4979,12598,0.395221463724401,"Donald Trump"
"Gallia County","39053","Donald Trump","OH",1,9567,12588,0.760009532888465,"Donald Trump"
"Gallia County","39053","Hillary Clinton","OH",1,2564,12588,0.203686050206546,"Donald Trump"
"Otsego County","26137","Donald Trump","MI",1,8266,12529,0.659749381435071,"Donald Trump"
"Otsego County","26137","Hillary Clinton","MI",1,3556,12529,0.283821534041025,"Donald Trump"
"Williams County","38105","Donald Trump","ND",1,10033,12529,0.800782185330034,"Donald Trump"
"Williams County","38105","Hillary Clinton","ND",1,1722,12529,0.137441136563173,"Donald Trump"
"Jones County","13169","Donald Trump","GA",1,8304,12524,0.663046949856276,"Donald Trump"
"Jones County","13169","Hillary Clinton","GA",1,3960,12524,0.316192909613542,"Donald Trump"
"Hocking County","39073","Donald Trump","OH",1,8282,12513,0.66187165348038,"Donald Trump"
"Hocking County","39073","Hillary Clinton","OH",1,3713,12513,0.296731399344682,"Donald Trump"
"Campbell County","47013","Donald Trump","TN",1,9860,12504,0.788547664747281,"Donald Trump"
"Campbell County","47013","Hillary Clinton","TN",1,2248,12504,0.179782469609725,"Donald Trump"
"Gladwin County","26051","Donald Trump","MI",1,8124,12472,0.651379089159718,"Donald Trump"
"Gladwin County","26051","Hillary Clinton","MI",1,3794,12472,0.304201411161001,"Donald Trump"
"Union County","41061","Donald Trump","OR",1,8378,12465,0.672121941436021,"Donald Trump"
"Union County","41061","Hillary Clinton","OR",1,3221,12465,0.258403529883674,"Donald Trump"
"Posey County","18129","Donald Trump","IN",1,8393,12448,0.674244858611825,"Donald Trump"
"Posey County","18129","Hillary Clinton","IN",1,3515,12448,0.282374678663239,"Donald Trump"
"McPherson County","20113","Donald Trump","KS",1,8407,12443,0.675640922607088,"Donald Trump"
"McPherson County","20113","Hillary Clinton","KS",1,3183,12443,0.255806477537571,"Donald Trump"
"Currituck County","37053","Donald Trump","NC",1,9070,12423,0.730097399983901,"Donald Trump"
"Currituck County","37053","Hillary Clinton","NC",1,2879,12423,0.231747565000402,"Donald Trump"
"Murray County","13213","Donald Trump","GA",1,10340,12422,0.832394139430043,"Donald Trump"
"Murray County","13213","Hillary Clinton","GA",1,1799,12422,0.144823699887297,"Donald Trump"
"Wyoming County","42131","Donald Trump","PA",1,8375,12418,0.674424222902239,"Donald Trump"
"Wyoming County","42131","Hillary Clinton","PA",1,3573,12418,0.287727492349815,"Donald Trump"
"Jim Wells County","48249","Hillary Clinton","TX",1,6688,12346,0.541713915438199,"Hillary Clinton"
"Jim Wells County","48249","Donald Trump","TX",1,5411,12346,0.438279604730277,"Hillary Clinton"
"Lumpkin County","13187","Donald Trump","GA",1,9613,12324,0.780022719896138,"Donald Trump"
"Lumpkin County","13187","Hillary Clinton","GA",1,2216,12324,0.179811749432003,"Donald Trump"
"Logan County","54045","Donald Trump","WV",1,9866,12315,0.80113682501015,"Donald Trump"
"Logan County","54045","Hillary Clinton","WV",1,2082,12315,0.169062119366626,"Donald Trump"
"Austin County","48015","Donald Trump","TX",1,9637,12255,0.786372909016728,"Donald Trump"
"Austin County","48015","Hillary Clinton","TX",1,2319,12255,0.189228886168911,"Donald Trump"
"Meade County","21163","Donald Trump","KY",1,8660,12229,0.7081527516559,"Donald Trump"
"Meade County","21163","Hillary Clinton","KY",1,3026,12229,0.247444598904244,"Donald Trump"
"Obion County","47131","Donald Trump","TN",1,9525,12223,0.779268591998691,"Donald Trump"
"Obion County","47131","Hillary Clinton","TN",1,2425,12223,0.198396465679457,"Donald Trump"
"Adams County","28001","Hillary Clinton","MS",1,6921,12214,0.566644833797282,"Hillary Clinton"
"Adams County","28001","Donald Trump","MS",1,5125,12214,0.419600458490257,"Hillary Clinton"
"Meeker County","27093","Donald Trump","MN",1,8103,12198,0.664289227742253,"Donald Trump"
"Meeker County","27093","Hillary Clinton","MN",1,3192,12198,0.261682242990654,"Donald Trump"
"Russell County","51167","Donald Trump","VA",1,9516,12195,0.780319803198032,"Donald Trump"
"Russell County","51167","Hillary Clinton","VA",1,2328,12195,0.19089790897909,"Donald Trump"
"Teton County","56039","Hillary Clinton","WY",1,7313,12176,0.600607752956636,"Hillary Clinton"
"Teton County","56039","Donald Trump","WY",1,3920,12176,0.321944809461235,"Hillary Clinton"
"Cowley County","20035","Donald Trump","KS",1,8016,12171,0.658614739955632,"Donald Trump"
"Cowley County","20035","Hillary Clinton","KS",1,3436,12171,0.282310409990962,"Donald Trump"
"Curry County","41015","Donald Trump","OR",1,7157,12163,0.588423908575187,"Donald Trump"
"Curry County","41015","Hillary Clinton","OR",1,4253,12163,0.34966702293842,"Donald Trump"
"New Kent County","51127","Donald Trump","VA",1,8117,12163,0.667351804653457,"Donald Trump"
"New Kent County","51127","Hillary Clinton","VA",1,3545,12163,0.291457699580696,"Donald Trump"
"Ware County","13299","Donald Trump","GA",1,8508,12150,0.700246913580247,"Donald Trump"
"Ware County","13299","Hillary Clinton","GA",1,3436,12150,0.282798353909465,"Donald Trump"
"Logan County","17107","Donald Trump","IL",1,8167,12130,0.673289365210223,"Donald Trump"
"Logan County","17107","Hillary Clinton","IL",1,3301,12130,0.272135201978566,"Donald Trump"
"Lyon County","27083","Donald Trump","MN",1,7256,12129,0.598235633605409,"Donald Trump"
