State,County,Votes_Left,Votes_Right,Total_shootings,Normalized_Shootings_rate,FIPS
Vermont,Norton,62,44,0,0.000,0
Vermont,Barton,570,687,0,0.000,0
Vermont,Norwich,211,2316,0,0.000,0
Vermont,Orange,324,261,1,0.155,0
Vermont,Orwell,351,367,0,0.000,0
Vermont,Panton,137,271,0,0.000,0
Vermont,Pawlet,369,496,0,0.000,0
Vermont,Peacham,141,357,0,0.000,0
Vermont,Peru,71,218,0,0.000,0
Vermont,Pittsfield,120,206,0,0.000,0
Vermont,Pittsford,784,896,0,0.000,0
Vermont,Plainfield,166,606,0,0.000,0
Vermont,Belvidere,93,79,0,0.000,0
Vermont,Plymouth,121,267,0,0.000,0
Vermont,Pomfret,146,509,0,0.000,0
Vermont,Poultney,755,844,0,0.000,0
Vermont,Pownal,831,892,0,0.000,0
Vermont,Proctor,392,534,0,0.000,0
Vermont,Putney,235,1234,0,0.000,0
Vermont,Randolph,792,1662,0,0.000,0
Vermont,Reading,120,312,0,0.000,0
Vermont,Readsboro,212,203,0,0.000,0
Vermont,Richford,478,434,0,0.000,0
Vermont,Bennington,2473,4369,0,0.000,0
Vermont,Richmond,572,2287,0,0.000,0
Vermont,Ripton,76,280,0,0.000,0
Vermont,Rochester,183,526,0,0.000,0
Vermont,Rockingham,718,1703,0,0.000,0
Vermont,Roxbury,134,281,0,0.000,0
Vermont,Royalton,492,930,0,0.000,0
Vermont,Rupert,154,269,0,0.000,0
Vermont,Rutland,3026,4679,2,0.024,0
Vermont,Rutland Town,1038,1365,0,0.000,0
Vermont,Ryegate,298,329,0,0.000,0
Vermont,Benson,305,258,0,0.000,0
Vermont,St. Albans,938,1947,0,0.000,0
Vermont,St. Albans Town,1557,2126,0,0.000,0
Vermont,St. George,131,310,0,0.000,0
Vermont,St. Johnsbury,1218,2033,0,0.000,0
Vermont,Salisbury,258,393,0,0.000,0
Vermont,Sandgate,96,147,0,0.000,0
Vermont,Searsburg,36,28,0,0.000,0
Vermont,Shaftsbury,818,1346,0,0.000,0
Vermont,Sharon,278,585,0,0.000,0
Vermont,Sheffield,163,197,0,0.000,0
Vermont,Berkshire,402,284,0,0.000,0
Vermont,Shelburne,953,4358,0,0.000,0
Vermont,Sheldon,533,435,0,0.000,0
Vermont,Killington,255,560,0,0.000,0
Vermont,Shoreham,263,445,0,0.000,0
Vermont,Shrewsbury,268,395,0,0.000,0
Vermont,South Burlington,2271,10057,0,0.000,0
Vermont,South Hero,376,903,0,0.000,0
Vermont,Springfield,1768,2581,0,0.000,0
Vermont,Stamford,267,254,0,0.000,0
Vermont,Stannard,28,82,0,0.000,0
Vermont,Berlin,520,960,0,0.000,0
Vermont,Starksboro,333,636,0,0.000,0
Vermont,Stockbridge,123,341,0,0.000,0
Vermont,Stowe,599,2706,0,0.000,0
Vermont,Strafford,118,656,0,0.000,0
Vermont,Stratton,67,119,0,0.000,0
Vermont,Sudbury,128,252,0,0.000,0
Vermont,Sunderland,240,386,0,0.000,0
Vermont,Sutton,275,245,0,0.000,0
Vermont,Swanton,1546,1566,0,0.000,0
Vermont,Thetford,409,1448,0,0.000,0
Vermont,Bethel,381,728,0,0.000,0
Vermont,Addison,379,445,0,0.000,0
Vermont,Tinmouth,163,170,0,0.000,0
Vermont,Topsham,356,273,0,0.000,0
Vermont,Townshend,191,553,0,0.000,0
Vermont,Troy,394,370,0,0.000,0
Vermont,Tunbridge,314,514,0,0.000,0
Vermont,Underhill,526,1633,0,0.000,0
Vermont,Vergennes,428,1016,0,0.000,0
Vermont,Vernon,549,718,0,0.000,0
Vermont,Vershire,134,264,0,0.000,0
Vermont,Victory,36,17,0,0.000,0
Vermont,Bloomfield,73,55,0,0.000,0
Vermont,Waitsfield,200,1023,0,0.000,0
Vermont,Walden,207,351,0,0.000,0
Vermont,Wallingford,563,703,0,0.000,0
Vermont,Waltham,102,216,0,0.000,0
Vermont,Wardsboro,159,325,0,0.000,0
Vermont,Warren,179,1039,0,0.000,0
Vermont,Washington,283,306,3,0.463,53000
Vermont,Waterbury,621,2778,0,0.000,0
Vermont,Waterford,387,421,0,0.000,0
Vermont,Waterville,209,227,0,0.000,0
Vermont,Bolton,218,537,0,0.000,0
Vermont,Weathersfield,725,1018,0,0.000,0
Vermont,Wells,416,315,0,0.000,0
Vermont,West Fairlee,125,219,0,0.000,0
Vermont,Westfield,146,190,0,0.000,0
Vermont,Westford,413,964,0,0.000,0
Vermont,West Haven,70,78,0,0.000,0
Vermont,Westminster,429,1303,0,0.000,0
Vermont,Westmore,102,126,0,0.000,0
Vermont,Weston,114,332,0,0.000,0
Vermont,West Rutland,599,499,0,0.000,0
Vermont,Bradford,549,893,0,0.000,0
Vermont,West Windsor,200,618,0,0.000,0
Vermont,Weybridge,78,517,0,0.000,0
Vermont,Wheelock,200,236,0,0.000,0
Vermont,Whiting,84,124,0,0.000,0
Vermont,Whitingham,340,397,0,0.000,0
Vermont,Williamstown,923,858,0,0.000,0
Vermont,Williston,1699,4961,0,0.000,0
Vermont,Wilmington,341,789,0,0.000,0
Vermont,Windham,83,187,1,0.337,0
Vermont,Windsor,537,1266,0,0.000,0
Vermont,Braintree,260,434,0,0.000,0
Vermont,Winhall,182,473,0,0.000,0
Vermont,Winooski,585,3005,0,0.000,0
Vermont,Wolcott,306,589,0,0.000,0
Vermont,Woodbury,196,372,0,0.000,0
Vermont,Woodford,96,95,0,0.000,0
Vermont,Woodstock,402,1645,0,0.000,0
Vermont,Worcester,125,464,0,0.000,0
Vermont,Brandon,896,1213,0,0.000,0
Vermont,Brattleboro,1052,5423,0,0.000,0
Vermont,Bridgewater,212,372,0,0.000,0
Vermont,Bridport,321,392,0,0.000,0
Vermont,Brighton,342,258,0,0.000,0
Vermont,Bristol,691,1482,0,0.000,0
Vermont,Albany,235,286,0,0.000,0
Vermont,Brookfield,307,506,0,0.000,0
Vermont,Brookline,96,217,0,0.000,0
Vermont,Brownington,265,218,0,0.000,0
Vermont,Brunswick,35,27,0,0.000,0
Vermont,Burke,366,534,0,0.000,0
Vermont,Burlington,936,3925,0,0.000,0
Vermont,Cabot,296,558,0,0.000,0
Vermont,Calais,221,886,0,0.000,0
Vermont,Cambridge,587,1521,0,0.000,0
Vermont,Canaan,241,239,0,0.000,0
Vermont,Alburgh,499,550,0,0.000,0
Vermont,Castleton,1037,1053,0,0.000,0
Vermont,Cavendish,297,466,0,0.000,0
Vermont,Charleston,274,247,0,0.000,0
Vermont,Charlotte,511,2285,0,0.000,0
Vermont,Chelsea,284,404,0,0.000,0
Vermont,Chester,619,1089,0,0.000,0
Vermont,Chittenden,343,473,4,0.446,0
Vermont,Clarendon,782,656,0,0.000,0
Vermont,Colchester,2852,6452,0,0.000,0
Vermont,Concord,343,262,0,0.000,0
Vermont,Andover,132,216,0,0.000,0
Vermont,Corinth,350,459,0,0.000,0
Vermont,Cornwall,145,663,0,0.000,0
Vermont,Coventry,294,245,0,0.000,0
Vermont,Craftsbury,190,558,0,0.000,0
Vermont,Danby,405,325,0,0.000,0
Vermont,Danville,559,855,0,0.000,0
Vermont,Derby,1280,1167,0,0.000,0
Vermont,Dorset,377,997,0,0.000,0
Vermont,Dover,295,613,0,0.000,0
Vermont,Dummerston,280,1034,0,0.000,0
Vermont,Arlington,511,929,0,0.000,0
Vermont,Duxbury,243,648,0,0.000,0
Vermont,East Haven,65,69,0,0.000,0
Vermont,East Montpelier,391,1315,0,0.000,0
Vermont,Eden,313,303,0,0.000,0
Vermont,Elmore,149,447,0,0.000,0
Vermont,Enosburgh,590,640,0,0.000,0
Vermont,Essex,3415,9573,0,0.000,0
Vermont,Fairfax,1229,1648,0,0.000,0
Vermont,Fairfield,474,625,0,0.000,0
Vermont,Fair Haven,647,624,0,0.000,0
Vermont,Athens,84,120,0,0.000,0
Vermont,Fairlee,160,442,0,0.000,0
Vermont,Fayston,150,796,0,0.000,0
Vermont,Ferrisburg,561,1202,0,0.000,0
Vermont,Fletcher,291,494,0,0.000,0
Vermont,Franklin,407,318,1,0.125,0
Vermont,Georgia,1295,1517,0,0.000,13000
Vermont,Glover,239,401,0,0.000,0
Vermont,Goshen,34,90,0,0.000,0
Vermont,Grafton,0,263,0,0.000,0
Vermont,Granby,23,20,0,0.000,0
Vermont,Bakersfield,272,395,0,0.000,0
Vermont,Grand Isle,538,831,0,0.000,0
Vermont,Granville,30,136,0,0.000,0
Vermont,Greensboro,106,365,0,0.000,0
Vermont,Groton,272,248,0,0.000,0
Vermont,Guildhall,90,79,0,0.000,0
Vermont,Guilford,345,975,0,0.000,0
Vermont,Halifax,193,273,0,0.000,0
Vermont,Hancock,57,102,0,0.000,0
Vermont,Hardwick,576,932,0,0.000,0
Vermont,Hartford,1576,4525,0,0.000,0
Vermont,Baltimore,72,63,0,0.000,0
Vermont,Hartland,631,1511,0,0.000,0
Vermont,Highgate,977,698,0,0.000,0
Vermont,Hinesburg,749,2254,0,0.000,0
Vermont,Holland,210,139,0,0.000,0
Vermont,Hubbardton,191,221,0,0.000,0
Vermont,Huntington,312,1047,0,0.000,0
Vermont,Hyde Park,546,1118,0,0.000,0
Vermont,Ira,130,130,0,0.000,0
Vermont,Irasburg,405,257,0,0.000,0
Vermont,Isle La Motte,147,191,0,0.000,0
Vermont,Barnard,177,465,0,0.000,0
Virginia,Accomack County,9172,7578,0,0.000,51001
Virginia,Albemarle County,20711,42132,0,0.000,51003
Virginia,Alleghany County,5859,2243,0,0.000,37005
Virginia,Amelia County,5370,2390,0,0.000,51007
Virginia,Amherst County,11053,5680,2,0.011,51009
Virginia,Appomattox County,6702,2418,0,0.000,51011
Virginia,Arlington County,21598,102510,2,0.001,51013
Virginia,Augusta County,30556,10748,0,0.000,51015
Virginia,Bath County,1824,674,0,0.000,21011
Virginia,Bedford County,35369,11986,2,0.004,42009
Virginia,Bland County,2903,532,0,0.000,51021
Virginia,Botetourt County,15033,5637,1,0.004,51023
Virginia,Brunswick County,3343,4533,0,0.000,37019
Virginia,Buchanan County,8311,1587,1,0.009,19019
Virginia,Buckingham County,4544,3471,1,0.011,51029
Virginia,Campbell County,21211,8041,1,0.003,21037
Virginia,Caroline County,8109,7733,1,0.006,24011
Virginia,Carroll County,12659,2842,0,0.000,05015
Virginia,Charles City County,1750,2610,0,0.000,51036
Virginia,Charlotte County,3815,2317,0,0.000,12015
Virginia,Chesterfield County,98541,111094,5,0.002,45025
Virginia,Clarke County,5192,3920,0,0.000,01025
Virginia,Craig County,2533,585,0,0.000,40035
Virginia,Culpeper County,16013,10617,4,0.014,51047
Virginia,Cumberland County,3019,2230,0,0.000,17035
Virginia,Dickenson County,5746,1501,1,0.013,51051
Virginia,Dinwiddie County,8695,6224,1,0.006,51053
Virginia,Essex County,3075,3038,0,0.000,25009
Virginia,Fairfax County,162312,404886,6,0.001,51059
Virginia,Fauquier County,25133,17362,0,0.000,51061
Virginia,Floyd County,6189,2970,0,0.000,13115
Virginia,Fluvanna County,8071,7289,0,0.000,51065
Virginia,Franklin County,20797,8312,0,0.000,01059
Virginia,Frederick County,30126,16021,1,0.002,24021
Virginia,Giles County,6876,2156,3,0.030,47055
Virginia,Gloucester County,14875,6964,0,0.000,34015
Virginia,Goochland County,9896,6623,0,0.000,51075
Virginia,Grayson County,6529,1535,2,0.023,21085
Virginia,Greene County,6819,4089,0,0.000,01063
Virginia,Greensville County,1914,2627,1,0.020,51081
Virginia,Halifax County,10404,7648,0,0.000,37083
Virginia,Hanover County,44318,25307,0,0.000,51085
Virginia,Henrico County,61280,110115,4,0.002,51087
Virginia,Henry County,16654,9060,1,0.004,01067
Virginia,Highland County,1092,417,0,0.000,39071
Virginia,Isle of Wight County,13661,9346,1,0.004,51093
Virginia,James City County,23059,25374,1,0.002,51095
Virginia,King and Queen County,2450,1590,0,0.000,51097
Virginia,King George County,8446,5404,1,0.007,51099
Virginia,King William County,7320,3260,0,0.000,51101
Virginia,Lancaster County,3694,3361,0,0.000,31109
Virginia,Lee County,8365,1489,0,0.000,01081
Virginia,Loudoun County,81837,137827,3,0.001,51107
Virginia,Louisa County,13294,8269,0,0.000,19115
Virginia,Lunenburg County,3586,2413,0,0.000,51111
Virginia,Madison County,5294,2684,0,0.000,01089
Virginia,Mathews County,3900,1824,0,0.000,51115
Virginia,Mecklenburg County,9266,6803,2,0.011,37119
Virginia,Middlesex County,4196,2491,0,0.000,09007
Virginia,Montgomery County,20573,23077,3,0.006,01101
Virginia,Nelson County,4799,4307,1,0.010,21179
Virginia,New Kent County,8929,3162,0,0.000,51127
Virginia,Northampton County,2955,3667,0,0.000,37131
Virginia,Northumberland County,4477,3240,0,0.000,42097
Virginia,Nottoway County,4032,2976,0,0.000,51135
Virginia,Orange County,12426,7995,0,0.000,06059
Virginia,Page County,9316,2982,0,0.000,19145
Virginia,Patrick County,7474,1948,0,0.000,51141
Virginia,Pittsylvania County,23704,10053,0,0.000,51143
Virginia,Powhatan County,14055,5320,1,0.005,51145
Virginia,Prince Edward County,4434,4973,1,0.010,51147
Virginia,Prince George County,10106,6870,0,0.000,51149
Virginia,Prince William County,76432,139502,2,0.001,51153
Virginia,Pulaski County,12127,4925,2,0.011,05119
Virginia,Rappahannock County,2815,2096,0,0.000,51157
Virginia,Richmond County,2547,1513,2,0.045,13245
Virginia,Roanoke County,33758,21218,2,0.003,51161
Virginia,Rockbridge County,8047,4022,1,0.008,51163
Virginia,Rockingham County,28608,9311,4,0.010,33015
Virginia,Russell County,10879,2373,0,0.000,01113
Virginia,Scott County,9063,1692,2,0.017,05127
Virginia,Shenandoah County,16390,6763,0,0.000,51171
Virginia,Smyth County,10941,2989,0,0.000,51173
Virginia,Southampton County,5730,3969,0,0.000,51175
Virginia,Spotsylvania County,39506,34385,1,0.001,51177
Virginia,Stafford County,37513,40138,2,0.002,20185
Virginia,Surry County,2025,2397,0,0.000,37171
Virginia,Sussex County,2217,2822,1,0.018,10005
Virginia,Tazewell County,16665,3169,0,0.000,17179
Virginia,Warren County,14033,6564,0,0.000,13301
Virginia,Washington County,21678,6617,4,0.013,01129
Virginia,Westmoreland County,5286,4453,0,0.000,42129
Virginia,Wise County,13315,3084,1,0.006,48497
Virginia,Wythe County,11733,3143,2,0.012,51197
Virginia,York County,20087,17410,2,0.005,23031
Virginia,Alexandria city,14251,65201,3,0.003,51510
Virginia,Bristol city,5347,2313,0,0.000,51520
Virginia,Buena Vista city,1863,825,0,0.000,51530
Virginia,Charlottesville city,3059,20237,1,0.004,51540
Virginia,Chesapeake city,57651,65330,2,0.001,51550
Virginia,Colonial Heights city,6007,2972,0,0.000,51570
Virginia,Covington city,1580,964,0,0.000,51580
Virginia,Danville city,7396,11615,2,0.010,51590
Virginia,Emporia city,754,1612,0,0.000,51595
Virginia,Fairfax city,3982,9120,0,0.000,51600
Virginia,Falls Church city,1490,7146,0,0.000,51610
Virginia,Franklin city,1482,2505,0,0.000,51620
Virginia,Fredericksburg city,4037,8517,1,0.007,51630
Virginia,Galax city,1836,775,0,0.000,51640
Virginia,Hampton city,18201,45481,1,0.001,51650
Virginia,Harrisonburg city,5560,10935,1,0.006,51660
Virginia,Hopewell city,2378,2972,2,0.034,51670
Virginia,Lexington city,901,1782,0,0.000,51678
Virginia,Lynchburg city,16697,17447,2,0.005,51680
Virginia,Manassas city,6182,10100,0,0.000,51683
Virginia,Manassas Park city,2062,3913,0,0.000,51685
Virginia,Martinsville city,2165,3766,0,0.000,51690
Virginia,Newport News city,25594,50319,2,0.002,51700
Virginia,Norfolk city,22038,59396,8,0.009,51710
Virginia,Norton city,1112,464,0,0.000,51720
Virginia,Petersburg city,1573,12293,0,0.000,51730
Virginia,Poquoson city,5605,2054,0,0.000,51735
Virginia,Portsmouth city,12682,30644,2,0.004,51740
Virginia,Radford city,2786,3358,0,0.000,51750
Virginia,Richmond city,15707,86460,5,0.004,51760
Virginia,Roanoke city,15356,25929,2,0.004,51770
Virginia,Salem city,7683,5148,0,0.000,51775
Virginia,Staunton city,5642,6886,0,0.000,51790
Virginia,Suffolk city,20006,28484,1,0.002,51800
Virginia,Virginia Beach city,115107,134252,9,0.003,51810
Virginia,Waynesboro city,5474,4918,0,0.000,51820
Virginia,Williamsburg city,1963,4790,0,0.000,51830
Virginia,Winchester city,5156,6451,0,0.000,51840
Washington,Adams County,2361,1064,1,0.027,08001
Washington,Asotin County,7259,4233,0,0.000,53003
Washington,Benton County,59053,37434,9,0.008,05007
Washington,Chelan County,16975,15454,2,0.006,53007
Washington,Clallam County,19387,21964,1,0.002,53009
Washington,Clark County,115540,133193,15,0.005,05019
Washington,Columbia County,1699,644,0,0.000,05027
Washington,Cowlitz County,33912,23480,10,0.016,53015
Washington,Douglas County,11241,6727,3,0.015,08035
Washington,Ferry County,2735,1465,0,0.000,53019
Washington,Franklin County,17583,12786,6,0.018,01059
Washington,Garfield County,1062,362,0,0.000,08045
Washington,Grant County,16662,8386,2,0.007,05053
Washington,Grays Harbor County,18960,16623,4,0.010,53027
Washington,Island County,22182,28374,2,0.004,53029
Washington,Jefferson County,5910,15619,0,0.000,01073
Washington,King County,260210,885638,63,0.005,48269
Washington,Kitsap County,58824,87680,5,0.003,53035
Washington,Kittitas County,11106,9470,2,0.009,53037
Washington,Klickitat County,6203,5216,1,0.008,53039
Washington,Lewis County,29074,14316,4,0.008,16061
Washington,Lincoln County,5095,1694,0,0.000,05079
Washington,Mason County,18342,16999,3,0.008,17125
Washington,Okanogan County,6272,5661,2,0.015,53047
Washington,Pacific County,6176,6283,0,0.000,53049
Washington,Pend Oreille County,5655,2578,0,0.000,53051
Washington,Pierce County,193795,244893,35,0.007,13229
Washington,San Juan County,2769,9209,0,0.000,08111
Washington,Skagit County,15310,23033,0,0.000,53057
Washington,Skamania County,3694,3016,0,0.000,53059
Washington,Snohomish County,157772,245708,17,0.004,53061
Washington,Spokane County,142122,130820,30,0.010,53063
Washington,Stevens County,14566,6563,2,0.009,20189
Washington,Thurston County,54881,86181,7,0.005,31173
Washington,Wahkiakum County,1711,1150,0,0.000,53069
Washington,Walla Walla County,8246,8289,1,0.005,53071
Washington,Whatcom County,49809,82463,3,0.002,53073
Washington,Whitman County,7245,8794,0,0.000,53075
Washington,Yakima County,35017,28967,13,0.018,53077
West Virginia,Barbour County,5094,1438,0,0.000,01005
West Virginia,Berkeley County,32062,16075,4,0.008,45015
West Virginia,Boone County,6775,2029,0,0.000,05009
West Virginia,Braxton County,4115,1453,1,0.016,54007
West Virginia,Brooke County,7516,2936,1,0.009,54009
West Virginia,Cabell County,21440,14733,3,0.008,54011
West Virginia,Calhoun County,2346,563,0,0.000,01015
West Virginia,Clay County,2661,640,2,0.055,01027
West Virginia,Doddridge County,2592,432,0,0.000,54017
West Virginia,Fayette County,11514,5031,4,0.022,01057
West Virginia,Gilmer County,1997,591,0,0.000,13123
West Virginia,Grant County,4861,605,0,0.000,05053
West Virginia,Greenbrier County,10898,4641,1,0.006,54025
West Virginia,Hampshire County,7829,1919,1,0.009,25015
West Virginia,Hancock County,9653,3670,1,0.007,13141
West Virginia,Hardy County,4827,1371,0,0.000,54031
West Virginia,Harrison County,20581,9149,5,0.015,18061
West Virginia,Jackson County,10025,3197,0,0.000,01071
West Virginia,Jefferson County,14813,11831,0,0.000,01073
West Virginia,Kanawha County,46086,34139,10,0.011,54039
West Virginia,Lewis County,5759,1531,2,0.025,16061
West Virginia,Lincoln County,5967,1703,0,0.000,05079
West Virginia,Logan County,10501,2325,2,0.014,05083
West Virginia,McDowell County,5125,1323,3,0.042,37111
West Virginia,Marion County,16218,8836,2,0.007,01093
West Virginia,Marshall County,10137,3348,0,0.000,01095
West Virginia,Mason County,8422,2511,0,0.000,17125
West Virginia,Mercer County,19185,5522,6,0.022,17131
West Virginia,Mineral County,9904,2579,1,0.007,08079
West Virginia,Mingo County,8521,1385,1,0.009,54059
West Virginia,Monongalia County,20656,20064,6,0.013,54061
West Virginia,Monroe County,5012,1330,0,0.000,01099
West Virginia,Morgan County,6157,1945,0,0.000,01103
West Virginia,Nicholas County,8221,2206,2,0.017,21181
West Virginia,Ohio County,12226,7139,1,0.005,18115
West Virginia,Pendleton County,2764,816,1,0.025,21191
West Virginia,Pleasants County,2726,692,0,0.000,54073
West Virginia,Pocahontas County,2876,1039,1,0.023,19151
West Virginia,Preston County,11143,3147,0,0.000,54077
West Virginia,Putnam County,19921,7824,2,0.007,12107
West Virginia,Raleigh County,24297,7841,4,0.011,54081
West Virginia,Randolph County,8655,3353,2,0.015,01111
West Virginia,Ritchie County,3637,585,1,0.022,54085
West Virginia,Roane County,4199,1451,3,0.048,47145
West Virginia,Summers County,4068,1444,1,0.016,54089
West Virginia,Taylor County,5439,1787,1,0.013,12123
West Virginia,Tucker County,2833,933,0,0.000,54093
West Virginia,Tyler County,3183,626,0,0.000,48457
West Virginia,Upshur County,7721,2247,1,0.009,48459
West Virginia,Wayne County,12462,3964,0,0.000,13305
West Virginia,Webster County,2737,608,0,0.000,13307
West Virginia,Wetzel County,4933,1529,0,0.000,54103
West Virginia,Wirt County,2103,461,0,0.000,54105
West Virginia,Wood County,26963,10816,2,0.005,39173
West Virginia,Wyoming County,7254,1149,0,0.000,36121
Wisconsin,Adams County,7362,4329,0,0.000,08001
Wisconsin,Ashland County,3845,4794,2,0.021,39005
Wisconsin,Barron County,15803,9194,0,0.000,55005
Wisconsin,Bayfield County,4617,6155,0,0.000,55007
Wisconsin,Brown County,75865,65509,7,0.005,17009
Wisconsin,Buffalo County,4834,2859,0,0.000,31019
Wisconsin,Burnett County,6461,3569,0,0.000,55013
Wisconsin,Calumet County,18142,12115,0,0.000,55015
Wisconsin,Chippewa County,21316,14001,2,0.005,26033
Wisconsin,Clark County,10001,4520,3,0.019,05019
Wisconsin,Columbia County,16925,16408,1,0.003,05027
Wisconsin,Crawford County,4620,3953,0,0.000,05033
Wisconsin,Dane County,78789,260157,9,0.002,55025
Wisconsin,Dodge County,31354,16355,1,0.002,13091
Wisconsin,Door County,9752,10044,0,0.000,55029
Wisconsin,Douglas County,10919,13214,1,0.004,08035
Wisconsin,Dunn County,13176,9909,2,0.008,38025
Wisconsin,Eau Claire County,25339,31617,5,0.008,55035
Wisconsin,Florence County,2133,781,0,0.000,45041
Wisconsin,Fond du Lac County,35754,20588,1,0.002,55039
Wisconsin,Forest County,3287,1722,2,0.036,42053
Wisconsin,Grant County,13981,10942,1,0.004,05053
Wisconsin,Green County,10165,10850,1,0.004,21087
Wisconsin,Green Lake County,7165,3344,0,0.000,55047
Wisconsin,Iowa County,5907,7828,0,0.000,19095
Wisconsin,Iron County,2439,1533,0,0.000,26071
Wisconsin,Jackson County,5789,4255,2,0.018,01071
Wisconsin,Jefferson County,27209,19904,2,0.004,01073
Wisconsin,Juneau County,8749,4747,0,0.000,55057
Wisconsin,Kenosha County,44972,42191,2,0.002,55059
Wisconsin,Kewaunee County,7927,3977,1,0.008,55061
Wisconsin,La Crosse County,28683,37843,1,0.001,55063
Wisconsin,Lafayette County,4820,3647,0,0.000,05073
Wisconsin,Langlade County,7330,3703,1,0.008,55067
Wisconsin,Lincoln County,10017,6260,2,0.011,05079
Wisconsin,Manitowoc County,27217,16817,2,0.004,55071
Wisconsin,Marathon County,44623,30807,4,0.005,55073
Wisconsin,Marinette County,15303,7363,3,0.012,55075
Wisconsin,Marquette County,5719,3239,0,0.000,26103
Wisconsin,Menominee County,278,1303,0,0.000,26109
Wisconsin,Milwaukee County,134355,317251,28,0.006,55079
Wisconsin,Monroe County,13775,8432,3,0.012,01099
Wisconsin,Oconto County,16226,6715,1,0.004,55083
Wisconsin,Oneida County,13671,10105,0,0.000,16071
Wisconsin,Outagamie County,58379,47659,4,0.003,55087
Wisconsin,Ozaukee County,33912,26515,0,0.000,55089
Wisconsin,Pepin County,2584,1489,0,0.000,55091
Wisconsin,Pierce County,12813,9789,0,0.000,13229
Wisconsin,Polk County,16590,9361,1,0.004,05113
Wisconsin,Portage County,19298,20426,1,0.002,39133
Wisconsin,Price County,5394,3132,0,0.000,55099
Wisconsin,Racine County,54475,50154,4,0.003,55101
Wisconsin,Richland County,4877,3995,0,0.000,17159
Wisconsin,Rock County,37133,46649,2,0.002,27133
Wisconsin,Rusk County,5257,2517,1,0.012,48401
Wisconsin,St. Croix County,32190,23190,0,0.000,55109
Wisconsin,Sauk County,17489,18103,0,0.000,55111
Wisconsin,Sawyer County,5883,4494,0,0.000,55113
Wisconsin,Shawano County,15447,7131,0,0.000,55115
Wisconsin,Sheboygan County,37624,27109,2,0.003,55117
Wisconsin,Taylor County,7656,2693,0,0.000,12123
Wisconsin,Trempealeau County,8828,6283,0,0.000,55121
Wisconsin,Vernon County,8216,7457,0,0.000,29217
Wisconsin,Vilas County,9261,5903,0,0.000,55125
Wisconsin,Walworth County,33844,22783,6,0.010,46129
Wisconsin,Washburn County,6332,3867,0,0.000,55129
Wisconsin,Washington County,60235,26647,1,0.001,01129
Wisconsin,Waukesha County,159633,103867,4,0.001,55133
Wisconsin,Waupaca County,18948,9699,1,0.003,55135
Wisconsin,Waushara County,9016,4388,0,0.000,55137
Wisconsin,Winnebago County,47795,44060,7,0.007,17201
Wisconsin,Wood County,24307,16360,1,0.002,39173
Wyoming,Albany County,8575,9091,2,0.010,36001
Wyoming,Big Horn County,4806,788,1,0.016,30003
Wyoming,Campbell County,16973,1935,1,0.005,21037
Wyoming,Carbon County,5012,1427,1,0.014,30009
Wyoming,Converse County,5916,861,2,0.027,56009
Wyoming,Crook County,3651,378,0,0.000,41013
Wyoming,Fremont County,12007,5519,4,0.021,08043
Wyoming,Goshen County,4878,1203,0,0.000,56015
Wyoming,Hot Springs County,1999,482,0,0.000,56017
Wyoming,Johnson County,3881,897,0,0.000,05071
Wyoming,Laramie County,27814,15181,2,0.004,56021
Wyoming,Lincoln County,8673,1509,0,0.000,05079
Wyoming,Natrona County,25267,8528,7,0.019,56025
Wyoming,Niobrara County,1118,155,0,0.000,56027
Wyoming,Park County,12802,3404,0,0.000,08093
Wyoming,Platte County,3898,890,1,0.019,29165
Wyoming,Sheridan County,11843,4043,0,0.000,20179
Wyoming,Sublette County,3957,882,0,0.000,56035
Wyoming,Sweetwater County,12197,3822,0,0.000,56037
Wyoming,Teton County,4341,9848,0,0.000,16081
Wyoming,Uinta County,7494,1591,1,0.010,56041
Wyoming,Washakie County,3245,651,0,0.000,56043
Wyoming,Weston County,3107,360,0,0.000,56045
Alabama,Cherokee County,10562,1619,0,0.000,01019
Alabama,Chilton County,16052,3056,2,0.010,01021
Alabama,Choctaw County,4294,3126,0,0.000,01023
Alabama,Clarke County,7310,5730,0,0.000,01025
Alabama,Clay County,5589,1262,0,0.000,01027
Alabama,Cleburne County,6472,672,1,0.013,01029
Alabama,Coffee County,16832,5050,0,0.000,01031
Alabama,Colbert County,17311,7057,4,0.015,01033
Alabama,Conecuh County,3435,2951,1,0.014,01035
Alabama,Coosa County,3626,1794,0,0.000,01037
Alabama,Autauga County,19764,7450,0,0.000,01001
Alabama,Covington County,14579,2717,1,0.005,01039
Alabama,Crenshaw County,4864,1700,2,0.028,01041
Alabama,Cullman County,36804,4454,2,0.004,01043
Alabama,Dale County,14281,5154,4,0.019,01045
Alabama,Dallas County,5523,12228,5,0.026,01047
Alabama,DeKalb County,24744,4271,0,0.000,01049
Alabama,Elmore County,30089,10304,4,0.009,01051
Alabama,Escambia County,10844,4894,1,0.006,01053
Alabama,Etowah County,35343,11487,4,0.008,01055
Alabama,Fayette County,7295,1390,1,0.010,01057
Alabama,Baldwin County,83055,24344,7,0.006,01003
Alabama,Franklin County,10364,2085,0,0.000,01059
Alabama,Geneva County,10844,1592,0,0.000,01061
Alabama,Greene County,875,3880,0,0.000,01063
Alabama,Hale County,3190,4687,0,0.000,01065
Alabama,Henry County,6593,2589,1,0.010,01067
